Vehicle_ID,Customer_ID,Registration_Number,RTO,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Manufacturing_Year,Vehicle_Age,IDV
VEH10489,CUST10369,JK04CG7075,JK04,Maruti Suzuki,Brezza,SUV,Petrol,1462,2025,1,917866
VEH10490,CUST10370,JK19RH1941,JK19,Renault,Triber,MPV,Petrol,999,2014,12,221424
VEH10491,CUST10371,JK06FU9364,JK06,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2021,5,336268
VEH10492,CUST10372,JK14RZ2422,JK14,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2010,16,171285
VEH10493,CUST10373,JK17NT2124,JK17,Hyundai,Venue,SUV,Diesel,1197,2014,12,321568
VEH10494,CUST10374,JK12FZ8450,JK12,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2014,12,121723
VEH10495,CUST10374,JK12ON6570,JK12,Maruti Suzuki,Swift,Hatchback,CNG,1197,2013,13,170504
VEH10496,CUST10375,JK02ZO4985,JK02,Tata,Tiago,Hatchback,CNG,1199,2018,8,282572
VEH10497,CUST10375,JK02MG7269,JK02,Hyundai,Creta,SUV,Petrol,1497,2020,6,724407
VEH10498,CUST10376,JK04YN1159,JK04,Kia,Sonet,SUV,Diesel,1197,2019,7,384126
VEH10499,CUST10377,JK08BY8807,JK08,Hyundai,i20,Hatchback,Petrol,1197,2023,3,678215
VEH10500,CUST10378,JK02MF4965,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2016,10,155042
VEH10501,CUST10379,JK04EC2285,JK04,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2019,7,268728
VEH10502,CUST10380,JK02WJ6167,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2021,5,1314646
VEH10503,CUST10381,JK06HF3101,JK06,Mahindra,Bolero,SUV,Diesel,1493,2025,1,808160
VEH10504,CUST10382,JK08KR3863,JK08,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2022,4,429648
VEH10505,CUST10382,JK08RA4452,JK08,Hyundai,i20,Hatchback,Petrol,1197,2022,4,402373
VEH10506,CUST10383,JK02OG8722,JK02,Toyota,Innova Hycross,MPV,Hybrid,1987,2013,13,741849
VEH10507,CUST10384,JK02SJ7563,JK02,Hyundai,Verna,Sedan,Petrol,1497,2023,3,979416
VEH10508,CUST10385,JK19VS4863,JK19,Tata,Punch,SUV,CNG,1199,2021,5,351396
VEH10509,CUST10386,JK02MA7906,JK02,Honda,City,Sedan,Petrol,1498,2021,5,861740
VEH10510,CUST10387,JK02KR1983,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2,519874
VEH10511,CUST10388,JK04GJ5222,JK04,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023,3,289494
VEH10512,CUST10388,JK04OQ9821,JK04,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2024,2,548943
VEH10513,CUST10389,JK14XJ5694,JK14,Hyundai,Verna,Sedan,Petrol,1497,2022,4,585429
VEH10514,CUST10390,JK08QO2168,JK08,Honda,Amaze,Sedan,Petrol,1199,2025,1,611703
VEH10515,CUST10391,JK08PK8289,JK08,Tata,Altroz,Hatchback,Diesel,1199,2018,8,347239
VEH10516,CUST10392,JK04EW3048,JK04,Renault,Kiger,SUV,Petrol,999,2018,8,382571
VEH10517,CUST10393,JK20EC2045,JK20,Mahindra,Scorpio Classic,SUV,Diesel,2184,2014,12,418768
VEH10518,CUST10394,JK08TC5300,JK08,Mahindra,Bolero,SUV,Diesel,1493,2020,6,469493
VEH10519,CUST10395,JK14GH3071,JK14,Hyundai,Venue,SUV,Petrol,1197,2024,2,583967
VEH10520,CUST10395,JK14WI8801,JK14,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,4,382557
VEH10521,CUST10396,JK12OP8480,JK12,Renault,Triber,MPV,Petrol,999,2020,6,370999
VEH10522,CUST10397,JK02MF2467,JK02,Hyundai,i20,Hatchback,Petrol,1197,2022,4,429667
VEH10523,CUST10398,JK08NT3233,JK08,Maruti Suzuki,Swift,Hatchback,CNG,1197,2023,3,476381
VEH10524,CUST10399,JK02HT5799,JK02,Honda,Amaze,Sedan,Petrol,1199,2020,6,399339
VEH10525,CUST10400,JK02KE7385,JK02,Hyundai,Verna,Sedan,Petrol,1497,2017,9,322726
VEH10526,CUST10401,JK02TX5454,JK02,Tata,Harrier,SUV,Diesel,1956,2023,3,1586145
VEH10527,CUST10402,JK04HQ8418,JK04,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023,3,418918
VEH10528,CUST10403,JK02EC5410,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2,624970
VEH10529,CUST10404,JK02MI6104,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2017,9,178415
VEH10530,CUST10405,JK02CT3393,JK02,Kia,Sonet,SUV,Diesel,1197,2025,1,658624
VEH10531,CUST10406,JK08VV2998,JK08,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2012,14,137936
VEH10532,CUST10407,JK02FT2539,JK02,Hyundai,Creta,SUV,Petrol,1497,2021,5,697896
VEH10533,CUST10408,JK02ES9534,JK02,Renault,Kiger,SUV,Petrol,999,2024,2,747814
VEH10534,CUST10409,JK02WF2850,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2,456110
VEH10535,CUST10410,JK02DU1146,JK02,Kia,Carens,MPV,Diesel,1497,2012,14,356260
VEH10536,CUST10411,JK02MR6544,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2014,12,132834
VEH10537,CUST10412,JK02DG6690,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2017,9,235320
VEH10538,CUST10413,JK02SG1646,JK02,Mahindra,Thar,SUV,Diesel,2184,2021,5,893089
VEH10539,CUST10414,JK02OO6303,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2018,8,604716
VEH10540,CUST10415,JK02NL5314,JK02,Tata,Nexon,SUV,Diesel,1199,2021,5,350377
VEH10541,CUST10415,JK02JE1306,JK02,Mahindra,Bolero,SUV,Diesel,1493,2020,6,498085
VEH10542,CUST10416,JK02RO7348,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2,551301
VEH10543,CUST10417,JK12QC9572,JK12,Maruti Suzuki,Brezza,SUV,Petrol,1462,2019,7,455152
VEH10544,CUST10418,JK02FM2617,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2025,1,633199
VEH10545,CUST10418,JK02BF2161,JK02,Hyundai,i20,Hatchback,Petrol,1197,2025,1,717230
VEH10546,CUST10419,JK02MQ6913,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2021,5,1186996
VEH10547,CUST10420,JK08NT5979,JK08,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2025,1,529005
VEH10548,CUST10420,JK08NE9621,JK08,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2019,7,317109
VEH10549,CUST10421,JK02TO8515,JK02,Hyundai,Creta,SUV,Diesel,1497,2019,7,403663
VEH10550,CUST10422,JK02NR9747,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2010,16,297358
VEH10551,CUST10423,JK02VK8054,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2017,9,200694
VEH10552,CUST10424,JK02TY5162,JK02,Tata,Tiago,Hatchback,CNG,1199,2023,3,479232
VEH10553,CUST10425,JK04ZP9480,JK04,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2,322754
VEH10554,CUST10425,JK04FI5521,JK04,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2014,12,137358
VEH10555,CUST10425,JK04EG5093,JK04,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2024,2,318547
VEH10556,CUST10426,JK02TS8905,JK02,Tata,Punch,SUV,Petrol,1199,2024,2,729657
VEH10557,CUST10427,JK02CB6478,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2023,3,642863
VEH10558,CUST10428,JK02TW1187,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020,6,237770
VEH10559,CUST10428,JK02IO6354,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2021,5,240159
VEH10560,CUST10429,JK08ZT9269,JK08,Mahindra,XUV700,SUV,Diesel,1999,2025,1,2046561
VEH10561,CUST10430,JK02CO1807,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2021,5,197302
VEH10562,CUST10430,JK02UD3209,JK02,Hyundai,Verna,Sedan,Petrol,1497,2021,5,655779
VEH10563,CUST10431,JK06QT5034,JK06,Tata,Harrier,SUV,Diesel,1956,2024,2,1841530
VEH10564,CUST10432,JK02CK6984,JK02,Honda,City,Sedan,Petrol,1498,2023,3,882882
VEH10565,CUST10433,JK08EJ8245,JK08,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2020,6,168087
VEH10566,CUST10434,JK02ES2405,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024,2,381941
VEH10567,CUST10434,JK02WV1225,JK02,Honda,City,Sedan,Petrol,1498,2023,3,853957
VEH10568,CUST10435,JK02TF9952,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2021,5,393864
VEH10569,CUST10436,JK02SR7170,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2020,6,615539
VEH10570,CUST10437,JK11BR1136,JK11,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2025,1,592954
VEH10571,CUST10438,JK04AW7332,JK04,Tata,Nexon,SUV,Diesel,1199,2024,2,986594
VEH10572,CUST10438,JK04XM9709,JK04,Renault,Kwid,Hatchback,Petrol,999,2025,1,478112
VEH10573,CUST10439,JK02BX5995,JK02,Tata,Nexon,SUV,Diesel,1199,2023,3,605241
VEH10574,CUST10439,JK02JH9212,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2023,3,474666
VEH10575,CUST10439,JK02XV1482,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2014,12,204567
VEH10576,CUST10440,JK02CJ4726,JK02,Toyota,Innova Hycross,MPV,Petrol,1987,2022,4,1856616
VEH10577,CUST10441,JK02LD3270,JK02,Toyota,Fortuner,SUV,Diesel,2755,2020,6,1610672
VEH10578,CUST10441,JK02LX3378,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2019,7,266583
VEH10579,CUST10441,JK02EV3384,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2018,8,215976
VEH10580,CUST10442,JK04DE3155,JK04,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2024,2,534008
VEH10581,CUST10442,JK04PG1427,JK04,Tata,Punch,SUV,CNG,1199,2023,3,469209
VEH10582,CUST10442,JK04SJ7348,JK04,Hyundai,Verna,Sedan,Petrol,1497,2021,5,485871
VEH10583,CUST10443,JK08YY4646,JK08,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2018,8,279052
VEH10584,CUST10444,JK02WM6323,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2016,10,231040
VEH10585,CUST10445,JK02SK9784,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2021,5,486485
VEH10586,CUST10446,JK02WG9812,JK02,Hyundai,Creta,SUV,Petrol,1497,2022,4,890874
VEH10587,CUST10447,JK12EL5989,JK12,Mahindra,Scorpio-N,SUV,Diesel,2198,2018,8,863630
VEH10588,CUST10448,JK08RX8595,JK08,Maruti Suzuki,Swift,Hatchback,CNG,1197,2017,9,134225
VEH10589,CUST10449,JK02KI1408,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2,590707
VEH10590,CUST10450,JK02SD2870,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2019,7,217890
VEH10591,CUST10451,JK02JJ3799,JK02,Hyundai,Venue,SUV,Petrol,1197,2015,11,217499
VEH10592,CUST10452,JK02KI8311,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023,3,323142
VEH10593,CUST10452,JK02AT1200,JK02,Toyota,Innova Hycross,MPV,Hybrid,1987,2022,4,2003882
VEH10594,CUST10453,JK02GP8794,JK02,Tata,Tiago,Hatchback,CNG,1199,2022,4,294978
VEH10595,CUST10453,JK02GO4401,JK02,Tata,Nexon,SUV,Petrol,1199,2025,1,644077
VEH10596,CUST10454,JK02RV5889,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023,3,297994
VEH10597,CUST10455,JK02RP3906,JK02,Renault,Kwid,Hatchback,Petrol,999,2012,14,79697
VEH10598,CUST10456,JK02XV8001,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,10,125882
VEH10599,CUST10457,JK02IK4438,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2019,7,162922
VEH10600,CUST10458,JK14ZM5705,JK14,Renault,Triber,MPV,Petrol,999,2022,4,411681
VEH10601,CUST10459,JK02YP9132,JK02,Renault,Kiger,SUV,Petrol,999,2021,5,429107
VEH10602,CUST10460,JK02SZ1025,JK02,Toyota,Innova Hycross,MPV,Hybrid,1987,2024,2,2809348
VEH10603,CUST10460,JK02WU7793,JK02,Kia,Carens,MPV,Diesel,1497,2022,4,1099961
VEH10604,CUST10461,JK02QR5168,JK02,Tata,Nexon,SUV,Diesel,1199,2017,9,304461
VEH10605,CUST10462,JK12CI7488,JK12,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2018,8,172228
VEH10606,CUST10463,JK20MM1582,JK20,Kia,Carens,MPV,Diesel,1497,2020,6,641640
VEH10607,CUST10464,JK08MV1917,JK08,Toyota,Fortuner,SUV,Petrol,2755,2017,9,1610862
VEH10608,CUST10465,JK02FR6793,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2025,1,464984
VEH10609,CUST10466,JK02QV7382,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2024,2,922636
VEH10610,CUST10466,JK02SI1518,JK02,Kia,Sonet,SUV,Petrol,1197,2023,3,854839
VEH10611,CUST10467,JK02FH2838,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2022,4,273574
VEH10612,CUST10467,JK02NU9192,JK02,Honda,Amaze,Sedan,Petrol,1199,2024,2,682782
VEH10613,CUST10468,JK02DW9456,JK02,Hyundai,i20,Hatchback,Petrol,1197,2019,7,243030
VEH10614,CUST10469,JK12AY2426,JK12,Hyundai,Creta,SUV,Petrol,1497,2023,3,705677
VEH10615,CUST10470,JK02AT4438,JK02,Tata,Altroz,Hatchback,Petrol,1199,2023,3,525170
VEH10616,CUST10471,JK04RH3580,JK04,Maruti Suzuki,Brezza,SUV,Petrol,1462,2023,3,718621
VEH10617,CUST10472,JK02OH5641,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2020,6,174307
VEH10618,CUST10473,JK02BA1826,JK02,Toyota,Glanza,Hatchback,Petrol,1197,2025,1,548378
VEH10619,CUST10474,JK02QI4246,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2019,7,473521
VEH10620,CUST10475,JK11CU8672,JK11,Hyundai,Venue,SUV,Diesel,1197,2025,1,1169362
VEH10621,CUST10476,JK02YD5227,JK02,Hyundai,Venue,SUV,Diesel,1197,2015,11,223064
VEH10622,CUST10477,JK02LA8787,JK02,Tata,Altroz,Hatchback,Diesel,1199,2024,2,673458
VEH10623,CUST10478,JK02PD2686,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2022,4,312509
VEH10624,CUST10478,JK02UN7566,JK02,Tata,Nexon,SUV,Petrol,1199,2020,6,607965
VEH10625,CUST10479,JK12JI8063,JK12,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,9,299214
VEH10626,CUST10480,JK17ER8972,JK17,Tata,Punch,SUV,CNG,1199,2024,2,616472
VEH10627,CUST10480,JK17EY2140,JK17,Tata,Tiago,Hatchback,CNG,1199,2020,6,279745
VEH10628,CUST10481,JK02FD1003,JK02,Tata,Nexon,SUV,Petrol,1199,2018,8,411242
VEH10629,CUST10482,JK06FR6187,JK06,Hyundai,Verna,Sedan,Petrol,1497,2023,3,879090
VEH10630,CUST10483,JK02PP9362,JK02,Honda,City,Sedan,Petrol,1498,2022,4,1076349
VEH10631,CUST10484,JK02AO6885,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2,333079
VEH10632,CUST10485,JK02QS7652,JK02,Mahindra,XUV700,SUV,Petrol,1999,2022,4,1913602
VEH10633,CUST10486,JK02VJ7835,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2024,2,616320
VEH10634,CUST10487,JK02SM8155,JK02,Tata,Punch,SUV,Petrol,1199,2012,14,161097
VEH10635,CUST10488,JK02XS7974,JK02,Kia,Sonet,SUV,Diesel,1197,2020,6,555372
VEH10636,CUST10489,JK04JE1121,JK04,Kia,Sonet,SUV,Petrol,1197,2020,6,651024
VEH10637,CUST10490,JK02AA8917,JK02,Hyundai,i20,Hatchback,Petrol,1197,2019,7,321690
VEH10638,CUST10491,JK02SN5578,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2022,4,989267
VEH10639,CUST10492,JK02QR2279,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2019,7,408563
VEH10640,CUST10492,JK02NA8438,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2021,5,325461
VEH10641,CUST10493,JK14HA5981,JK14,Hyundai,i20,Hatchback,Petrol,1197,2018,8,186270
VEH10642,CUST10494,JK08BZ1447,JK08,Tata,Harrier,SUV,Diesel,1956,2023,3,1166174
VEH10643,CUST10495,JK19GQ5509,JK19,Toyota,Fortuner,SUV,Diesel,2755,2016,10,866968
VEH10644,CUST10496,JK04DL3873,JK04,Honda,Elevate,SUV,Petrol,1498,2023,3,1125931
VEH10645,CUST10497,JK02IC3376,JK02,Hyundai,Creta,SUV,Petrol,1497,2020,6,800235
VEH10646,CUST10498,JK02GL3740,JK02,Renault,Kiger,SUV,Petrol,999,2024,2,502785
VEH10647,CUST10499,JK08BM8802,JK08,Mahindra,Scorpio-N,SUV,Petrol,2198,2023,3,1607549
VEH10648,CUST10500,JK02DW1194,JK02,Hyundai,i20,Hatchback,Petrol,1197,2023,3,490195
VEH10649,CUST10501,JK02YC9704,JK02,Renault,Triber,MPV,Petrol,999,2020,6,391531
VEH10650,CUST10502,JK08HU5183,JK08,Toyota,Fortuner,SUV,Petrol,2755,2019,7,1973611
VEH10651,CUST10502,JK08TP4193,JK08,Mahindra,Scorpio Classic,SUV,Diesel,2184,2021,5,714243
VEH10652,CUST10503,JK02AC2702,JK02,Tata,Nexon,SUV,Diesel,1199,2019,7,372029
VEH10653,CUST10504,JK02AC4552,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2013,13,192808
VEH10654,CUST10505,JK02JT4027,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2015,11,158205
VEH10655,CUST10505,JK02QX5528,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2018,8,187221
VEH10656,CUST10505,JK02HB7366,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023,3,374773
VEH10657,CUST10506,JK02BZ4287,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2020,6,467288
VEH10658,CUST10506,JK02OL2740,JK02,Hyundai,Venue,SUV,Diesel,1197,2015,11,202076
VEH10659,CUST10506,JK02OG8305,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2025,1,406335
VEH10660,CUST10507,JK06RG6403,JK06,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2015,11,167552
VEH10661,CUST10508,JK02LV2148,JK02,Mahindra,XUV700,SUV,Petrol,1999,2021,5,1303097
VEH10662,CUST10509,JK04DN6880,JK04,Kia,Sonet,SUV,Diesel,1197,2023,3,784052
VEH10663,CUST10509,JK04JW6571,JK04,Maruti Suzuki,Swift,Hatchback,CNG,1197,2025,1,678891
VEH10664,CUST10509,JK04EB7294,JK04,Mahindra,Scorpio Classic,SUV,Diesel,2184,2019,7,731874
VEH10665,CUST10510,JK08MX8175,JK08,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2018,8,129050
VEH10666,CUST10511,JK08GK9856,JK08,Mahindra,Bolero,SUV,Diesel,1493,2020,6,440972
VEH10667,CUST10512,JK02AB1701,JK02,Kia,Seltos,SUV,Petrol,1497,2022,4,1258236
VEH10668,CUST10512,JK02TG2180,JK02,Hyundai,Venue,SUV,Petrol,1197,2025,1,1030746
VEH10669,CUST10512,JK02XQ4976,JK02,Tata,Tiago,Hatchback,Petrol,1199,2019,7,183012
VEH10670,CUST10513,JK02VC3796,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2017,9,121724
VEH10671,CUST10514,JK04FU7983,JK04,Tata,Harrier,SUV,Diesel,1956,2023,3,1455978
VEH10672,CUST10515,JK02DV4493,JK02,Mahindra,Bolero,SUV,Diesel,1493,2018,8,306565
VEH10673,CUST10516,JK02EJ3703,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2022,4,461954
VEH10674,CUST10517,JK20JE8978,JK20,Kia,Carens,MPV,Petrol,1497,2025,1,1254817
VEH10675,CUST10518,JK20XK8798,JK20,Mahindra,Bolero,SUV,Diesel,1493,2019,7,310007
VEH10676,CUST10518,JK20LG3859,JK20,Tata,Harrier,SUV,Diesel,1956,2020,6,799869
VEH10677,CUST10519,JK02QU6699,JK02,Tata,Nexon,SUV,Petrol,1199,2022,4,540734
VEH10678,CUST10520,JK02QW9842,JK02,Hyundai,Creta,SUV,Diesel,1497,2021,5,853875
VEH10679,CUST10521,JK02FU8772,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2021,5,375673
VEH10680,CUST10522,JK04HL6477,JK04,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2020,6,167719
VEH10681,CUST10522,JK04YE1476,JK04,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2021,5,218575
VEH10682,CUST10523,JK02PK6336,JK02,Mahindra,Bolero,SUV,Diesel,1493,2024,2,696789
VEH10683,CUST10523,JK02TW7152,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2015,11,186733
VEH10684,CUST10524,JK12DY8454,JK12,Maruti Suzuki,Brezza,SUV,CNG,1462,2024,2,617212
VEH10685,CUST10525,JK02ZF3084,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2025,1,422549
VEH10686,CUST10526,JK02KT4602,JK02,Toyota,Glanza,Hatchback,Petrol,1197,2015,11,233623
VEH10687,CUST10527,JK02CW9015,JK02,Toyota,Innova Hycross,MPV,Petrol,1987,2016,10,860158
VEH10688,CUST10527,JK02HS5041,JK02,Hyundai,Verna,Sedan,Petrol,1497,2023,3,985330
VEH10689,CUST10527,JK02XX7844,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2012,14,186689
VEH10690,CUST10528,JK11NM2605,JK11,Hyundai,Verna,Sedan,Petrol,1497,2022,4,532276
VEH10691,CUST10529,JK06YD5846,JK06,Maruti Suzuki,Brezza,SUV,Petrol,1462,2024,2,566680
VEH10692,CUST10530,JK08WT1399,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2012,14,276165
VEH10693,CUST10531,JK04UJ8607,JK04,Mahindra,Scorpio Classic,SUV,Diesel,2184,2019,7,703110
VEH10694,CUST10532,JK08NH5420,JK08,Toyota,Fortuner,SUV,Diesel,2755,2019,7,1335826
VEH10695,CUST10533,JK02NX6963,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2015,11,150194
VEH10696,CUST10534,JK02JQ2097,JK02,Tata,Altroz,Hatchback,Petrol,1199,2021,5,336282
VEH10697,CUST10535,JK02QT4437,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2018,8,198805
VEH10698,CUST10535,JK02NK1892,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2025,1,499114
VEH10699,CUST10535,JK02MN9730,JK02,Hyundai,Creta,SUV,Diesel,1497,2015,11,387778
VEH10700,CUST10536,JK02EW2430,JK02,Tata,Nexon,SUV,Petrol,1199,2025,1,852023
VEH10701,CUST10537,JK12HS9131,JK12,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2,618392
VEH10702,CUST10537,JK12HZ9870,JK12,Honda,City,Sedan,Petrol,1498,2014,12,315885
VEH10703,CUST10537,JK12HB4806,JK12,Hyundai,Creta,SUV,Diesel,1497,2017,9,399507
VEH10704,CUST10538,JK12MR9686,JK12,Tata,Altroz,Hatchback,Diesel,1199,2016,10,210031
VEH10705,CUST10539,JK02EG8933,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,4,224884
VEH10706,CUST10540,JK02QE9770,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2023,3,609877
VEH10707,CUST10541,JK12ED6187,JK12,Tata,Punch,SUV,CNG,1199,2020,6,331437
VEH10708,CUST10542,JK20RZ3423,JK20,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022,4,407869
VEH10709,CUST10543,JK11YT8504,JK11,Honda,Amaze,Sedan,Petrol,1199,2014,12,150562
VEH10710,CUST10544,JK02IS8764,JK02,Tata,Harrier,SUV,Diesel,1956,2015,11,646344
VEH10711,CUST10544,JK02IC8847,JK02,Mahindra,XUV700,SUV,Petrol,1999,2015,11,805471
VEH10712,CUST10544,JK02AQ4610,JK02,Tata,Altroz,Hatchback,Petrol,1199,2022,4,462666
VEH10713,CUST10545,JK02NU5553,JK02,Tata,Harrier,SUV,Diesel,1956,2024,2,2023305
VEH10714,CUST10546,JK02ZK9035,JK02,Tata,Nexon,SUV,Petrol,1199,2023,3,979408
VEH10715,CUST10546,JK02SL7326,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,4,408502
VEH10716,CUST10547,JK08CS8278,JK08,Renault,Triber,MPV,Petrol,999,2018,8,339976
VEH10717,CUST10548,JK02SK2410,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2024,2,759066
VEH10718,CUST10549,JK02BY7156,JK02,Hyundai,i20,Hatchback,Petrol,1197,2025,1,709680
VEH10719,CUST10549,JK02EM3243,JK02,Honda,Amaze,Sedan,Petrol,1199,2024,2,601409
VEH10720,CUST10549,JK02VH5979,JK02,Tata,Nexon,SUV,Diesel,1199,2021,5,467713
VEH10721,CUST10550,JK02HQ8742,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2024,2,454968
VEH10722,CUST10551,JK08AT9078,JK08,Toyota,Innova Hycross,MPV,Petrol,1987,2010,16,863991
VEH10723,CUST10552,JK02LG8799,JK02,Tata,Harrier,SUV,Diesel,1956,2012,14,545665
VEH10724,CUST10553,JK20EB6237,JK20,Tata,Altroz,Hatchback,CNG,1199,2022,4,402623
VEH10725,CUST10554,JK02KX6832,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2025,1,533518
VEH10726,CUST10555,JK02TE2548,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2020,6,353277
VEH10727,CUST10556,JK02HS6939,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2025,1,361546
VEH10728,CUST10557,JK02UK3671,JK02,Hyundai,i20,Hatchback,Petrol,1197,2025,1,649329
VEH10729,CUST10558,JK02KX2909,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2017,9,195421
VEH10730,CUST10559,JK12VX9570,JK12,Mahindra,Scorpio Classic,SUV,Diesel,2184,2018,8,448200
VEH10731,CUST10560,JK08FW3332,JK08,Maruti Suzuki,Swift,Hatchback,CNG,1197,2019,7,186286
VEH10732,CUST10561,JK04RU2273,JK04,Renault,Kiger,SUV,Petrol,999,2025,1,847501
VEH10733,CUST10562,JK02UN1971,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2022,4,253614
