Policy_Number,RID,RED,IDV,Policy_Tenure,Policy_Term,Total_Claim_Amount,Claim_Count,NCB,Premium,Customer_Area,District,RTO,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Manufacturing_Year,Vehicle_First_Registration_Date,Vehicle_Age,Channel_Type,Portfolio_Size,Year_Onboarded,Renewed
POL10528,2026-06-10,2027-06-09,200340,4,365,0.0,1,0,6611.22,Trikuta Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2019,2020-04-13,7,Agency,286,2019-07-20,0
POL10529,2020-08-07,2021-08-06,559767,1,365,0.0,0,0,16793.01,Trikuta Nagar,Jammu,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2012,2012-12-22,14,Prime Broker,274,2019-12-01,1
POL10529,2021-08-07,2022-08-06,559767,2,365,0.0,0,20,13434.41,Trikuta Nagar,Jammu,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2012,2012-12-22,14,Prime Broker,274,2019-12-01,1
POL10529,2022-08-07,2023-08-06,559767,3,365,56443.59,0,25,12594.76,Trikuta Nagar,Jammu,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2012,2012-12-22,14,Prime Broker,274,2019-12-01,1
POL10529,2023-08-07,2024-08-05,559767,4,365,0.0,1,35,12007.0,Trikuta Nagar,Jammu,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2012,2012-12-22,14,Prime Broker,274,2019-12-01,1
POL10529,2024-08-06,2025-08-05,559767,5,365,0.0,0,0,16793.01,Trikuta Nagar,Jammu,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2012,2012-12-22,14,Prime Broker,274,2019-12-01,1
POL10529,2025-08-06,2026-08-05,559767,6,365,0.0,0,20,13434.41,Trikuta Nagar,Jammu,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2012,2012-12-22,14,Prime Broker,274,2019-12-01,0
POL10530,2025-12-31,2026-12-30,766343,1,365,0.0,0,0,22990.29,Gandhi Nagar,Jammu,JK02,Hyundai,i20,Hatchback,Petrol,1197,2025,2026-06-04,1,POSP,87,2021-06-21,0
POL10531,2025-03-02,2026-03-01,477921,1,365,0.0,0,0,14337.63,Jewel Chowk,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023,2024-06-26,3,Agency,209,2020-11-13,1
POL10531,2026-03-02,2027-03-01,477921,2,365,69062.28,0,20,11470.1,Jewel Chowk,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023,2024-06-26,3,Agency,209,2020-11-13,0
POL10532,2022-05-15,2023-05-14,134514,1,365,0.0,0,0,4035.42,Satwari,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2014,2014-11-06,12,POSP,34,2021-07-16,1
POL10532,2023-05-15,2024-05-13,134514,2,365,0.0,1,20,3551.17,Satwari,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2014,2014-11-06,12,POSP,34,2021-07-16,1
POL10532,2024-05-14,2025-05-13,134514,3,365,0.0,0,0,4035.42,Satwari,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2014,2014-11-06,12,POSP,34,2021-07-16,1
POL10532,2025-05-14,2026-05-13,134514,4,365,0.0,0,20,3228.34,Satwari,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2014,2014-11-06,12,POSP,34,2021-07-16,1
POL10532,2026-05-14,2027-05-13,134514,5,365,16157.66,1,25,3329.22,Satwari,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2014,2014-11-06,12,POSP,34,2021-07-16,0
POL10533,2025-10-23,2026-10-22,560209,1,365,0.0,0,0,16806.27,Kathua,Kathua,JK04,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2024-10-19,2,Agency,125,2020-09-02,0
POL10534,2025-08-07,2026-08-06,597697,1,365,0.0,1,0,19724.0,Marh,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2024,2024-08-28,2,Prime Broker,407,2025-01-27,0
POL10535,2025-02-01,2026-01-31,426676,1,365,0.0,0,0,12800.28,Jewel Chowk,Jammu,JK02,Tata,Punch,SUV,CNG,1199,2020,2021-02-08,6,Prime Broker,350,2022-11-19,1
POL10535,2026-02-01,2027-01-31,426676,2,365,0.0,0,20,10240.22,Jewel Chowk,Jammu,JK02,Tata,Punch,SUV,CNG,1199,2020,2021-02-08,6,Prime Broker,350,2022-11-19,0
POL10536,2023-11-19,2024-11-17,337907,1,365,0.0,0,0,10137.21,Channi Himmat,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2020,2020-12-28,6,Agency,278,2019-10-01,1
POL10536,2024-11-18,2025-11-17,337907,2,365,0.0,0,20,8109.77,Channi Himmat,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2020,2020-12-28,6,Agency,278,2019-10-01,1
POL10536,2025-11-18,2026-11-17,337907,3,365,0.0,0,25,7602.91,Channi Himmat,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2020,2020-12-28,6,Agency,278,2019-10-01,0
POL10537,2025-12-31,2026-12-30,992249,1,365,121451.75,0,0,29767.47,Bari Brahmana,Samba,JK08,Mahindra,Scorpio Classic,SUV,Diesel,2184,2025,2026-02-09,1,Dealer,241,2024-02-15,0
POL10538,2024-09-13,2025-09-12,523732,1,365,0.0,0,0,15711.96,Gandhi Nagar,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2022,2023-04-21,4,Agency,155,2024-04-11,1
POL10538,2025-09-13,2026-09-12,523732,2,365,72409.71,0,20,12569.57,Gandhi Nagar,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2022,2023-04-21,4,Agency,155,2024-04-11,0
POL10539,2024-12-15,2025-12-14,402790,1,365,0.0,0,0,12083.7,Gandhi Nagar,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021,2021-07-14,5,POSP,80,2024-06-07,1
POL10539,2025-12-15,2026-12-14,402790,2,365,0.0,0,20,9666.96,Gandhi Nagar,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021,2021-07-14,5,POSP,80,2024-06-07,0
POL10540,2024-12-19,2025-12-18,147943,1,365,21602.43,0,0,4438.29,Doda,Doda,JK06,Maruti Suzuki,Swift,Hatchback,CNG,1197,2017,2017-11-22,9,POSP,45,2019-09-12,1
POL10540,2025-12-19,2026-12-18,147943,2,365,0.0,0,20,3550.63,Doda,Doda,JK06,Maruti Suzuki,Swift,Hatchback,CNG,1197,2017,2017-11-22,9,POSP,45,2019-09-12,0
POL10541,2022-03-19,2023-03-18,328636,1,365,0.0,0,0,9859.08,Akhnoor,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2017,2018-03-28,9,Agency,250,2019-05-06,1
POL10541,2023-03-19,2024-03-17,328636,2,365,0.0,0,20,7887.26,Akhnoor,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2017,2018-03-28,9,Agency,250,2019-05-06,1
POL10541,2024-03-18,2025-03-17,328636,3,365,0.0,1,25,8133.74,Akhnoor,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2017,2018-03-28,9,Agency,250,2019-05-06,1
POL10541,2025-03-18,2026-03-17,328636,4,365,0.0,0,0,9859.08,Akhnoor,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2017,2018-03-28,9,Agency,250,2019-05-06,1
POL10541,2026-03-18,2027-03-17,328636,5,365,0.0,0,20,7887.26,Akhnoor,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2017,2018-03-28,9,Agency,250,2019-05-06,0
POL10542,2020-07-31,2021-07-30,195513,1,365,0.0,0,0,5865.39,Samba,Samba,JK08,Hyundai,i20,Hatchback,Petrol,1197,2018,2019-03-13,8,Bancassurance,764,2016-07-03,1
POL10542,2021-07-31,2022-07-30,195513,2,365,0.0,0,20,4692.31,Samba,Samba,JK08,Hyundai,i20,Hatchback,Petrol,1197,2018,2019-03-13,8,Bancassurance,764,2016-07-03,1
POL10542,2022-07-31,2023-07-30,195513,3,365,0.0,0,25,4399.04,Samba,Samba,JK08,Hyundai,i20,Hatchback,Petrol,1197,2018,2019-03-13,8,Bancassurance,764,2016-07-03,1
POL10542,2023-07-31,2024-07-29,195513,4,365,0.0,1,35,4193.75,Samba,Samba,JK08,Hyundai,i20,Hatchback,Petrol,1197,2018,2019-03-13,8,Bancassurance,764,2016-07-03,1
POL10542,2024-07-30,2025-07-29,195513,5,365,0.0,0,0,5865.39,Samba,Samba,JK08,Hyundai,i20,Hatchback,Petrol,1197,2018,2019-03-13,8,Bancassurance,764,2016-07-03,1
POL10542,2025-07-30,2026-07-29,195513,6,365,0.0,0,20,4692.31,Samba,Samba,JK08,Hyundai,i20,Hatchback,Petrol,1197,2018,2019-03-13,8,Bancassurance,764,2016-07-03,0
POL10543,2025-10-31,2026-10-30,479252,1,365,0.0,0,0,14377.56,Samba,Samba,JK08,Tata,Tiago,Hatchback,Petrol,1199,2024,2024-06-24,2,Prime Broker,572,2024-02-02,0
POL10544,2024-10-18,2025-10-17,136802,1,365,0.0,0,0,4104.06,Jewel Chowk,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2014,2015-10-18,12,Prime Broker,221,2023-11-24,1
POL10544,2025-10-18,2026-10-17,136802,2,365,9344.56,0,20,3283.25,Jewel Chowk,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2014,2015-10-18,12,Prime Broker,221,2023-11-24,0
POL10545,2024-10-06,2025-10-05,391193,1,365,0.0,0,0,11735.79,Talab Tillo,Jammu,JK02,Tata,Punch,SUV,Petrol,1199,2020,2021-08-03,6,Agency,213,2022-08-04,1
POL10545,2025-10-06,2026-10-05,391193,2,365,0.0,1,20,10327.5,Talab Tillo,Jammu,JK02,Tata,Punch,SUV,Petrol,1199,2020,2021-08-03,6,Agency,213,2022-08-04,0
POL10546,2023-12-31,2024-12-29,259625,1,365,0.0,0,0,7788.75,Shastri Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022,2023-03-19,4,POSP,53,2023-11-10,1
POL10546,2024-12-30,2025-12-29,259625,2,365,0.0,0,20,6231.0,Shastri Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022,2023-03-19,4,POSP,53,2023-11-10,1
POL10546,2025-12-30,2026-12-29,259625,3,365,0.0,0,25,5841.56,Shastri Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022,2023-03-19,4,POSP,53,2023-11-10,0
POL10547,2025-12-11,2026-12-10,865502,1,365,138420.02,0,0,25965.06,Rajouri,Rajouri,JK11,Honda,Elevate,SUV,Petrol,1498,2022,2022-07-15,4,POSP,71,2025-05-27,0
POL10548,2022-06-14,2023-06-13,423011,1,365,62390.46,1,0,13959.36,Hiranagar,Kathua,JK04,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021,2022-01-23,5,Dealer,85,2019-12-19,1
POL10548,2023-06-14,2024-06-12,423011,2,365,0.0,0,0,12690.33,Hiranagar,Kathua,JK04,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021,2022-01-23,5,Dealer,85,2019-12-19,1
POL10548,2024-06-13,2025-06-12,423011,3,365,68655.39,0,20,10152.26,Hiranagar,Kathua,JK04,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021,2022-01-23,5,Dealer,85,2019-12-19,1
POL10548,2025-06-13,2026-06-12,423011,4,365,0.0,0,25,9517.75,Hiranagar,Kathua,JK04,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021,2022-01-23,5,Dealer,85,2019-12-19,1
POL10548,2026-06-13,2027-06-12,423011,5,365,0.0,0,35,8248.71,Hiranagar,Kathua,JK04,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021,2022-01-23,5,Dealer,85,2019-12-19,0
POL10549,2025-04-25,2026-04-24,475782,1,365,0.0,0,0,14273.46,Hiranagar,Kathua,JK04,Mahindra,Bolero,SUV,Diesel,1493,2019,2019-11-16,7,Prime Broker,249,2024-09-17,1
POL10549,2026-04-25,2027-04-24,475782,2,365,0.0,0,20,11418.77,Hiranagar,Kathua,JK04,Mahindra,Bolero,SUV,Diesel,1493,2019,2019-11-16,7,Prime Broker,249,2024-09-17,0
POL10550,2025-04-02,2026-04-01,356653,1,365,0.0,0,0,10699.59,Marh,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2019,2019-12-10,7,Prime Broker,408,2024-08-28,1
POL10550,2026-04-02,2027-04-01,356653,2,365,0.0,1,20,9415.64,Marh,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2019,2019-12-10,7,Prime Broker,408,2024-08-28,0
POL10551,2025-08-03,2026-08-02,551588,1,365,0.0,0,0,16547.64,Satwari,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2024-12-08,2,Prime Broker,227,2024-11-04,0
POL10552,2022-01-19,2023-01-18,512379,1,365,0.0,1,0,16908.51,Janipur,Jammu,JK02,Mahindra,Scorpio-N,SUV,Petrol,2198,2017,2018-02-13,9,Prime Broker,407,2021-11-25,1
POL10552,2023-01-19,2024-01-18,512379,2,365,0.0,0,0,15371.37,Janipur,Jammu,JK02,Mahindra,Scorpio-N,SUV,Petrol,2198,2017,2018-02-13,9,Prime Broker,407,2021-11-25,1
POL10552,2024-01-19,2025-01-17,512379,3,365,157230.69,0,20,12297.1,Janipur,Jammu,JK02,Mahindra,Scorpio-N,SUV,Petrol,2198,2017,2018-02-13,9,Prime Broker,407,2021-11-25,1
POL10552,2025-01-18,2026-01-17,512379,4,365,0.0,1,25,12681.38,Janipur,Jammu,JK02,Mahindra,Scorpio-N,SUV,Petrol,2198,2017,2018-02-13,9,Prime Broker,407,2021-11-25,1
POL10552,2026-01-18,2027-01-17,512379,5,365,0.0,0,0,15371.37,Janipur,Jammu,JK02,Mahindra,Scorpio-N,SUV,Petrol,2198,2017,2018-02-13,9,Prime Broker,407,2021-11-25,0
POL10553,2025-06-07,2026-06-06,1069405,1,365,0.0,0,0,32082.15,Billawar,Kathua,JK04,Kia,Carens,MPV,Diesel,1497,2022,2022-11-25,4,Bancassurance,338,2024-08-06,1
POL10553,2026-06-07,2027-06-06,1069405,2,365,0.0,0,20,25665.72,Billawar,Kathua,JK04,Kia,Carens,MPV,Diesel,1497,2022,2022-11-25,4,Bancassurance,338,2024-08-06,0
POL10554,2024-09-06,2025-09-05,1632326,1,365,129789.55,0,0,48969.78,Samba,Samba,JK08,Mahindra,Scorpio-N,SUV,Diesel,2198,2022,2023-06-06,4,Prime Broker,548,2021-01-28,1
POL10554,2025-09-06,2026-09-05,1632326,2,365,1094136.51,0,20,39175.82,Samba,Samba,JK08,Mahindra,Scorpio-N,SUV,Diesel,2198,2022,2023-06-06,4,Prime Broker,548,2021-01-28,0
POL10555,2025-10-26,2026-10-25,1632667,1,365,163370.85,0,0,48980.01,Shastri Nagar,Jammu,JK02,Tata,Harrier,SUV,Diesel,1956,2023,2023-04-26,3,Prime Broker,442,2019-10-22,0
POL10556,2025-12-19,2026-12-18,335888,1,365,0.0,0,0,10076.64,Bakshi Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2020,2021-02-23,6,POSP,68,2024-02-25,0
POL10557,2023-10-07,2024-10-05,583919,1,365,0.0,0,0,17517.57,Bakshi Nagar,Jammu,JK02,Hyundai,Creta,SUV,Diesel,1497,2019,2020-07-02,7,Prime Broker,541,2023-05-19,1
POL10557,2024-10-06,2025-10-05,583919,2,365,0.0,0,20,14014.06,Bakshi Nagar,Jammu,JK02,Hyundai,Creta,SUV,Diesel,1497,2019,2020-07-02,7,Prime Broker,541,2023-05-19,1
POL10557,2025-10-06,2026-10-05,583919,3,365,0.0,0,25,13138.18,Bakshi Nagar,Jammu,JK02,Hyundai,Creta,SUV,Diesel,1497,2019,2020-07-02,7,Prime Broker,541,2023-05-19,0
POL10558,2025-05-01,2026-04-30,848088,1,365,0.0,0,0,25442.64,Bakshi Nagar,Jammu,JK02,Hyundai,Venue,SUV,Petrol,1197,2024,2025-01-11,2,POSP,82,2019-11-09,1
POL10558,2026-05-01,2027-04-30,848088,2,365,0.0,0,20,20354.11,Bakshi Nagar,Jammu,JK02,Hyundai,Venue,SUV,Petrol,1197,2024,2025-01-11,2,POSP,82,2019-11-09,0
POL10559,2022-03-28,2023-03-27,239167,1,365,0.0,0,0,7175.01,Channi Himmat,Jammu,JK02,Tata,Tiago,Hatchback,Petrol,1199,2018,2019-01-24,8,Agency,172,2022-02-13,1
POL10559,2023-03-28,2024-03-26,239167,2,365,0.0,0,20,5740.01,Channi Himmat,Jammu,JK02,Tata,Tiago,Hatchback,Petrol,1199,2018,2019-01-24,8,Agency,172,2022-02-13,1
POL10559,2024-03-27,2025-03-26,239167,3,365,0.0,0,25,5381.26,Channi Himmat,Jammu,JK02,Tata,Tiago,Hatchback,Petrol,1199,2018,2019-01-24,8,Agency,172,2022-02-13,1
POL10559,2025-03-27,2026-03-26,239167,4,365,0.0,0,35,4663.76,Channi Himmat,Jammu,JK02,Tata,Tiago,Hatchback,Petrol,1199,2018,2019-01-24,8,Agency,172,2022-02-13,1
POL10559,2026-03-27,2027-03-26,239167,5,365,0.0,0,45,3946.26,Channi Himmat,Jammu,JK02,Tata,Tiago,Hatchback,Petrol,1199,2018,2019-01-24,8,Agency,172,2022-02-13,0
POL10560,2025-12-31,2026-12-30,1111767,1,365,82158.04,0,0,33353.01,Poonch,Poonch,JK12,Hyundai,Verna,Sedan,Petrol,1497,2025,2026-07-01,1,Prime Broker,537,2022-11-27,0
POL10561,2024-02-10,2025-02-08,456332,1,365,0.0,0,0,13689.96,Samba,Samba,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2021,2022-09-08,5,Bancassurance,764,2016-07-03,1
POL10561,2025-02-09,2026-02-08,456332,2,365,0.0,0,20,10951.97,Samba,Samba,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2021,2022-09-08,5,Bancassurance,764,2016-07-03,1
POL10561,2026-02-09,2027-02-08,456332,3,365,0.0,0,25,10267.47,Samba,Samba,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2021,2022-09-08,5,Bancassurance,764,2016-07-03,0
POL10562,2025-08-23,2026-08-22,1155357,1,365,0.0,0,0,34660.71,Talab Tillo,Jammu,JK02,Honda,City,Sedan,Petrol,1498,2024,2025-01-02,2,Bancassurance,586,2017-05-18,0
POL10563,2025-12-31,2026-12-30,713194,1,365,0.0,0,0,21395.82,Gandhi Nagar,Jammu,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2025,2026-05-05,1,Prime Broker,488,2021-03-24,0
POL10564,2023-04-16,2024-04-14,124938,1,365,0.0,0,0,3748.14,Gandhi Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2017,2017-04-08,9,Prime Broker,522,2022-12-07,1
POL10564,2024-04-15,2025-04-14,124938,2,365,0.0,0,20,2998.51,Gandhi Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2017,2017-04-08,9,Prime Broker,522,2022-12-07,1
POL10564,2025-04-15,2026-04-14,124938,3,365,0.0,0,25,2811.11,Gandhi Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2017,2017-04-08,9,Prime Broker,522,2022-12-07,1
POL10564,2026-04-15,2027-04-14,124938,4,365,15470.5,0,35,2436.29,Gandhi Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2017,2017-04-08,9,Prime Broker,522,2022-12-07,0
POL10565,2025-12-31,2026-12-30,754794,1,365,0.0,0,0,22643.82,Bakshi Nagar,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2025,2026-01-22,1,Prime Broker,488,2021-03-24,0
POL10566,2025-11-29,2026-11-28,658564,1,365,102469.81,0,0,19756.92,Rehari,Jammu,JK02,Mahindra,Scorpio-N,SUV,Diesel,2198,2016,2016-09-14,10,Agency,202,2021-07-11,0
POL10567,2024-09-20,2025-09-19,264158,1,365,15221.71,0,0,7924.74,Akhnoor,Jammu,JK02,Tata,Tiago,Hatchback,Petrol,1199,2021,2021-11-26,5,Agency,250,2019-05-06,1
POL10567,2025-09-20,2026-09-19,264158,2,365,0.0,1,20,6973.77,Akhnoor,Jammu,JK02,Tata,Tiago,Hatchback,Petrol,1199,2021,2021-11-26,5,Agency,250,2019-05-06,0
POL10568,2025-12-31,2026-12-30,470376,1,365,164301.48,0,0,14111.28,Janipur,Jammu,JK02,Hyundai,i20,Hatchback,Petrol,1197,2025,2026-01-09,1,POSP,70,2019-12-03,0
POL10569,2025-04-27,2026-04-26,1391477,1,365,0.0,0,0,41744.31,Janipur,Jammu,JK02,Tata,Harrier,SUV,Diesel,1956,2022,2022-07-01,4,Prime Broker,514,2020-01-08,1
POL10569,2026-04-27,2027-04-26,1391477,2,365,0.0,0,20,33395.45,Janipur,Jammu,JK02,Tata,Harrier,SUV,Diesel,1956,2022,2022-07-01,4,Prime Broker,514,2020-01-08,0
POL10570,2024-03-13,2025-03-12,307405,1,365,0.0,0,0,9222.15,Bakshi Nagar,Jammu,JK02,Tata,Altroz,Hatchback,Petrol,1199,2018,2019-10-31,8,Prime Broker,445,2021-12-13,1
POL10570,2025-03-13,2026-03-12,307405,2,365,78749.39,0,20,7377.72,Bakshi Nagar,Jammu,JK02,Tata,Altroz,Hatchback,Petrol,1199,2018,2019-10-31,8,Prime Broker,445,2021-12-13,1
POL10570,2026-03-13,2027-03-12,307405,3,365,0.0,0,25,6916.61,Bakshi Nagar,Jammu,JK02,Tata,Altroz,Hatchback,Petrol,1199,2018,2019-10-31,8,Prime Broker,445,2021-12-13,0
POL10571,2025-08-20,2026-08-19,679933,1,365,0.0,0,0,20397.99,Bakshi Nagar,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2024,2024-10-21,2,Prime Broker,541,2023-05-19,0
POL10572,2022-06-14,2023-06-13,314455,1,365,23690.03,0,0,9433.65,Bakshi Nagar,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2020,2020-09-16,6,Prime Broker,447,2018-03-21,1
POL10572,2023-06-14,2024-06-12,314455,2,365,0.0,0,20,7546.92,Bakshi Nagar,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2020,2020-09-16,6,Prime Broker,447,2018-03-21,1
POL10572,2024-06-13,2025-06-12,314455,3,365,70756.51,0,25,7075.24,Bakshi Nagar,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2020,2020-09-16,6,Prime Broker,447,2018-03-21,1
POL10572,2025-06-13,2026-06-12,314455,4,365,0.0,0,35,6131.87,Bakshi Nagar,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2020,2020-09-16,6,Prime Broker,447,2018-03-21,1
POL10572,2026-06-13,2027-06-12,314455,5,365,0.0,0,45,5188.51,Bakshi Nagar,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2020,2020-09-16,6,Prime Broker,447,2018-03-21,0
POL10573,2024-04-10,2025-04-09,284831,1,365,0.0,0,0,8544.93,Satwari,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2014,2014-09-07,12,Prime Broker,468,2022-07-19,1
POL10573,2025-04-10,2026-04-09,284831,2,365,0.0,0,20,6835.94,Satwari,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2014,2014-09-07,12,Prime Broker,468,2022-07-19,1
POL10573,2026-04-10,2027-04-09,284831,3,365,37950.16,0,25,6408.7,Satwari,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2014,2014-09-07,12,Prime Broker,468,2022-07-19,0
POL10574,2025-07-09,2026-07-08,269249,1,365,0.0,0,0,8077.47,Gandhi Nagar,Jammu,JK02,Tata,Tiago,Hatchback,Petrol,1199,2018,2018-06-28,8,Prime Broker,221,2023-11-24,0
POL10575,2025-07-21,2026-07-20,451120,1,365,0.0,0,0,13533.6,Gandhi Nagar,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,2022-09-21,4,Prime Broker,494,2019-07-19,0
POL10576,2025-06-14,2026-06-13,283575,1,365,0.0,0,0,8507.25,Udhampur,Udhampur,JK14,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2020,2020-07-25,6,Prime Broker,338,2023-04-05,1
POL10576,2026-06-14,2027-06-13,283575,2,365,0.0,0,20,6805.8,Udhampur,Udhampur,JK14,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2020,2020-07-25,6,Prime Broker,338,2023-04-05,0
POL10577,2024-10-05,2025-10-04,341004,1,365,0.0,2,0,12276.14,Udhampur,Udhampur,JK14,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023,2024-04-01,3,Prime Broker,338,2023-04-05,1
POL10577,2025-10-05,2026-10-04,341004,2,365,0.0,0,0,10230.12,Udhampur,Udhampur,JK14,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023,2024-04-01,3,Prime Broker,338,2023-04-05,0
POL10578,2025-03-07,2026-03-06,838666,1,365,0.0,0,0,25159.98,Rehari,Jammu,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2019,2019-04-03,7,Prime Broker,414,2022-12-27,1
POL10578,2026-03-07,2027-03-06,838666,2,365,0.0,0,20,20127.98,Rehari,Jammu,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2019,2019-04-03,7,Prime Broker,414,2022-12-27,0
POL10579,2025-01-13,2026-01-12,370669,1,365,52069.74,1,0,12232.08,Gandhi Nagar,Jammu,JK02,Tata,Tiago,Hatchback,CNG,1199,2021,2022-01-28,5,Prime Broker,541,2023-05-19,1
POL10579,2026-01-13,2027-01-12,370669,2,365,0.0,0,0,11120.07,Gandhi Nagar,Jammu,JK02,Tata,Tiago,Hatchback,CNG,1199,2021,2022-01-28,5,Prime Broker,541,2023-05-19,0
POL10580,2025-10-03,2026-10-02,322531,1,365,19595.81,0,0,9675.93,Gandhi Nagar,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2024,2025-06-04,2,Prime Broker,338,2019-02-19,0
POL10581,2025-12-31,2026-12-30,671890,1,365,0.0,2,0,24188.04,Gandhi Nagar,Jammu,JK02,Renault,Kiger,SUV,Petrol,999,2025,2026-02-27,1,Prime Broker,548,2021-09-14,0
POL10582,2023-07-13,2024-07-11,299602,1,365,0.0,0,0,8988.06,Poonch,Poonch,JK12,Maruti Suzuki,Brezza,SUV,Petrol,1462,2018,2019-05-08,8,Agency,281,2021-09-12,1
POL10582,2024-07-12,2025-07-11,299602,2,365,0.0,0,20,7190.45,Poonch,Poonch,JK12,Maruti Suzuki,Brezza,SUV,Petrol,1462,2018,2019-05-08,8,Agency,281,2021-09-12,1
POL10582,2025-07-12,2026-07-11,299602,3,365,20452.64,0,25,6741.05,Poonch,Poonch,JK12,Maruti Suzuki,Brezza,SUV,Petrol,1462,2018,2019-05-08,8,Agency,281,2021-09-12,0
POL10583,2025-11-07,2026-11-06,483650,1,365,0.0,0,0,14509.5,Katra,Reasi,JK20,Hyundai,i20,Hatchback,Petrol,1197,2024,2025-10-04,2,Agency,108,2024-08-02,0
POL10584,2024-11-13,2025-11-12,778351,1,365,0.0,0,0,23350.53,Bari Brahmana,Samba,JK08,Kia,Carens,MPV,Petrol,1497,2021,2021-04-17,5,Dealer,126,2024-07-18,1
