Vehicle_ID,Customer_ID,Registration_Number,RTO,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Manufacturing_Year,Vehicle_First_Registration_Date,Vehicle_Age,IDV
VEH10434,CUST10345,JK04SM1019,JK04,Hyundai,Venue,SUV,Diesel,1197,2025,2026-07-18,1,1073314
VEH10435,CUST10346,JK04DY1969,JK04,Honda,City,Sedan,Petrol,1498,2023,2024-01-13,3,1110649
VEH10436,CUST10347,JK14BZ6896,JK14,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2020,2021-11-30,6,338810
VEH10437,CUST10348,JK02DQ1830,JK02,Tata,Nexon,SUV,Petrol,1199,2023,2024-03-08,3,586301
VEH10438,CUST10349,JK02WD2691,JK02,Hyundai,i20,Hatchback,Petrol,1197,2023,2023-12-28,3,534725
VEH10439,CUST10350,JK02KK1047,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2019,2019-11-12,7,252268
VEH10440,CUST10351,JK02PF2163,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2019,2020-09-07,7,247180
VEH10441,CUST10352,JK02BH1669,JK02,Kia,Carens,MPV,Petrol,1497,2016,2016-12-15,10,337564
VEH10442,CUST10353,JK02VT5520,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2025,2025-10-04,1,677897
VEH10443,CUST10353,JK02YK1229,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2021,2022-03-25,5,359493
VEH10444,CUST10354,JK02YW1664,JK02,Toyota,Glanza,Hatchback,Petrol,1197,2022,2023-03-01,4,539409
VEH10445,CUST10354,JK02JB5701,JK02,Hyundai,Verna,Sedan,Petrol,1497,2018,2019-04-10,8,441838
VEH10446,CUST10355,JK02RP4089,JK02,Hyundai,Venue,SUV,Petrol,1197,2019,2020-04-07,7,406794
VEH10447,CUST10355,JK02EE3767,JK02,Tata,Tiago,Hatchback,Petrol,1199,2022,2022-09-25,4,362961
VEH10448,CUST10355,JK02FK3251,JK02,Renault,Kiger,SUV,Petrol,999,2014,2015-11-11,12,184937
VEH10449,CUST10356,JK02NM2607,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2018,2019-05-28,8,272919
VEH10450,CUST10357,JK02RO7230,JK02,Kia,Seltos,SUV,Petrol,1497,2023,2023-10-08,3,896680
VEH10451,CUST10358,JK02YZ4058,JK02,Renault,Kiger,SUV,Petrol,999,2015,2016-05-06,11,179479
VEH10452,CUST10359,JK02VG2289,JK02,Honda,City,Sedan,Petrol,1498,2019,2020-06-04,7,530149
VEH10453,CUST10360,JK02JM7396,JK02,Renault,Kiger,SUV,Petrol,999,2015,2016-03-07,11,193361
VEH10454,CUST10361,JK02SY6496,JK02,Hyundai,i20,Hatchback,Petrol,1197,2013,2014-01-17,13,198966
VEH10455,CUST10361,JK02KY9237,JK02,Hyundai,i20,Hatchback,Petrol,1197,2022,2022-05-31,4,339784
VEH10456,CUST10362,JK04AS1129,JK04,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2020,2021-06-27,6,238114
VEH10457,CUST10363,JK02IY7247,JK02,Hyundai,Venue,SUV,Petrol,1197,2022,2022-10-02,4,428522
VEH10458,CUST10364,JK14GU2944,JK14,Renault,Kwid,Hatchback,Petrol,999,2023,2023-11-27,3,307171
VEH10459,CUST10365,JK02UE7806,JK02,Tata,Punch,SUV,CNG,1199,2017,2017-11-03,9,213579
VEH10460,CUST10366,JK11FU4702,JK11,Maruti Suzuki,Brezza,SUV,Petrol,1462,2025,2025-11-16,1,815898
VEH10461,CUST10367,JK02DD7035,JK02,Kia,Seltos,SUV,Diesel,1497,2018,2019-05-15,8,583659
VEH10462,CUST10367,JK02VR3887,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,2023-05-19,4,294009
VEH10463,CUST10368,JK04BM3680,JK04,Tata,Tiago,Hatchback,CNG,1199,2016,2017-10-21,10,157252
VEH10464,CUST10368,JK04FL8421,JK04,Toyota,Innova Hycross,MPV,Hybrid,1987,2024,2025-06-27,2,2442392
VEH10465,CUST10369,JK04HB1764,JK04,Hyundai,Creta,SUV,Petrol,1497,2014,2015-05-24,12,438299
VEH10466,CUST10370,JK19YJ9505,JK19,Hyundai,Creta,SUV,Petrol,1497,2019,2019-01-14,7,562939
VEH10467,CUST10371,JK06BE8587,JK06,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2019,2019-11-07,7,326712
VEH10468,CUST10371,JK06UF7520,JK06,Maruti Suzuki,Swift,Hatchback,CNG,1197,2021,2022-01-06,5,243117
VEH10469,CUST10372,JK14JI3525,JK14,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021,2021-07-19,5,400893
VEH10470,CUST10372,JK14UI7119,JK14,Mahindra,XUV700,SUV,Petrol,1999,2012,2013-05-30,14,573014
VEH10471,CUST10373,JK17FQ9555,JK17,Maruti Suzuki,Brezza,SUV,CNG,1462,2020,2020-07-26,6,516215
VEH10472,CUST10374,JK12UF4713,JK12,Mahindra,Scorpio Classic,SUV,Diesel,2184,2022,2022-08-15,4,955410
VEH10473,CUST10375,JK02BE9156,JK02,Toyota,Glanza,Hatchback,Petrol,1197,2017,2017-11-10,9,211441
VEH10474,CUST10376,JK04DK6803,JK04,Maruti Suzuki,Brezza,SUV,Petrol,1462,2020,2021-06-20,6,481586
VEH10475,CUST10377,JK08XT9751,JK08,Toyota,Glanza,Hatchback,CNG,1197,2016,2016-10-26,10,208014
VEH10476,CUST10378,JK02ZZ3502,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2024-12-08,2,666228
VEH10477,CUST10379,JK04ZI3527,JK04,Tata,Altroz,Hatchback,Petrol,1199,2019,2020-10-10,7,277462
VEH10478,CUST10380,JK02JV6530,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2025-05-20,2,586519
VEH10479,CUST10381,JK06BQ9709,JK06,Hyundai,Venue,SUV,Diesel,1197,2025,2026-03-30,1,688176
VEH10480,CUST10381,JK06MI5995,JK06,Kia,Seltos,SUV,Petrol,1497,2018,2019-05-02,8,359947
VEH10481,CUST10382,JK08ER9334,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2018-03-10,9,313313
VEH10482,CUST10382,JK08IH8801,JK08,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2025,2026-03-27,1,417666
VEH10483,CUST10383,JK02CZ5385,JK02,Tata,Altroz,Hatchback,Diesel,1199,2025,2026-10-04,1,657038
VEH10484,CUST10383,JK02OR7159,JK02,Hyundai,Creta,SUV,Diesel,1497,2020,2020-09-30,6,663164
VEH10485,CUST10384,JK02MA3246,JK02,Kia,Seltos,SUV,Petrol,1497,2025,2025-06-03,1,976777
VEH10486,CUST10385,JK19DR3452,JK19,Tata,Nexon,SUV,Diesel,1199,2023,2023-08-21,3,945305
VEH10487,CUST10386,JK02KO9572,JK02,Hyundai,Verna,Sedan,Petrol,1497,2022,2022-09-12,4,784426
VEH10488,CUST10387,JK02DQ1463,JK02,Kia,Seltos,SUV,Diesel,1497,2022,2023-04-14,4,1285386
VEH10489,CUST10388,JK04YR6058,JK04,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2024,2025-08-21,2,537915
VEH10490,CUST10389,JK14ED1748,JK14,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024,2025-04-01,2,426424
VEH10491,CUST10390,JK08OL5654,JK08,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2021,2021-12-02,5,285327
VEH10492,CUST10391,JK08IR8131,JK08,Hyundai,i20,Hatchback,Petrol,1197,2021,2022-01-03,5,492052
VEH10493,CUST10391,JK08KF6694,JK08,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022,2022-06-27,4,247251
VEH10494,CUST10391,JK08IF4263,JK08,Hyundai,i20,Hatchback,Petrol,1197,2025,2026-05-01,1,699720
VEH10495,CUST10392,JK04CQ6867,JK04,Hyundai,Creta,SUV,Diesel,1497,2024,2025-04-06,2,892711
VEH10496,CUST10393,JK20SE6730,JK20,Maruti Suzuki,Brezza,SUV,CNG,1462,2024,2025-04-30,2,842872
VEH10497,CUST10394,JK08WP9593,JK08,Maruti Suzuki,Swift,Hatchback,CNG,1197,2020,2021-07-15,6,324323
VEH10498,CUST10395,JK14RG6413,JK14,Honda,Amaze,Sedan,Petrol,1199,2018,2018-09-14,8,340108
VEH10499,CUST10396,JK12PK5007,JK12,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2018,2019-04-23,8,173107
VEH10500,CUST10397,JK02WG9615,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2018,2019-09-06,8,149310
VEH10501,CUST10398,JK08KP8815,JK08,Tata,Harrier,SUV,Diesel,1956,2018,2019-03-27,8,563223
VEH10502,CUST10399,JK02ZT8299,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2025-02-02,2,639472
VEH10503,CUST10400,JK02FQ7763,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2022,2023-06-21,4,249529
VEH10504,CUST10401,JK02HL5987,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2022,2022-12-14,4,388228
VEH10505,CUST10402,JK04CU4342,JK04,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2018,2019-02-28,8,219528
VEH10506,CUST10403,JK02PQ8722,JK02,Hyundai,i20,Hatchback,Petrol,1197,2013,2013-10-24,13,248782
VEH10507,CUST10404,JK02HG6361,JK02,Mahindra,Bolero,SUV,Diesel,1493,2022,2022-05-10,4,713983
VEH10508,CUST10405,JK02HE7674,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2025-02-01,2,504295
VEH10509,CUST10406,JK08GF2765,JK08,Hyundai,Venue,SUV,Diesel,1197,2025,2025-12-08,1,1044597
VEH10510,CUST10407,JK02UO1459,JK02,Tata,Tiago,Hatchback,Petrol,1199,2025,2026-11-09,1,636107
VEH10511,CUST10408,JK02DU2469,JK02,Hyundai,Creta,SUV,Petrol,1497,2020,2021-01-08,6,624799
VEH10512,CUST10408,JK02HV1957,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2025-04-01,2,388521
VEH10513,CUST10409,JK02KI8347,JK02,Tata,Altroz,Hatchback,Petrol,1199,2018,2019-03-19,8,246891
VEH10514,CUST10410,JK02UA1266,JK02,Renault,Triber,MPV,Petrol,999,2024,2024-09-12,2,525736
VEH10515,CUST10411,JK02FK8224,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2025,2026-11-12,1,628344
VEH10516,CUST10411,JK02LL8837,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2020,2020-12-03,6,356567
VEH10517,CUST10412,JK02FC3835,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2015,2016-09-28,11,151415
VEH10518,CUST10413,JK02SY3159,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2025,2026-05-02,1,556653
VEH10519,CUST10414,JK02CS3677,JK02,Kia,Seltos,SUV,Diesel,1497,2019,2019-04-05,7,449064
VEH10520,CUST10414,JK02XG9953,JK02,Hyundai,Verna,Sedan,Petrol,1497,2022,2022-10-28,4,682027
VEH10521,CUST10415,JK02YB6894,JK02,Hyundai,Venue,SUV,Petrol,1197,2020,2020-11-29,6,536377
VEH10522,CUST10415,JK02NY3947,JK02,Tata,Altroz,Hatchback,CNG,1199,2024,2025-07-28,2,623965
VEH10523,CUST10416,JK02SX3415,JK02,Mahindra,Thar,SUV,Petrol,2184,2013,2014-06-25,13,418323
VEH10524,CUST10417,JK12CC1772,JK12,Honda,City,Sedan,Petrol,1498,2024,2024-09-07,2,1304592
VEH10525,CUST10418,JK02UT1819,JK02,Mahindra,XUV700,SUV,Diesel,1999,2019,2019-03-12,7,964400
VEH10526,CUST10419,JK02PJ5125,JK02,Kia,Seltos,SUV,Petrol,1497,2019,2019-08-29,7,814390
VEH10527,CUST10420,JK08YT5092,JK08,Maruti Suzuki,Brezza,SUV,Petrol,1462,2024,2024-10-28,2,711295
VEH10528,CUST10421,JK02JJ6251,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2019,2020-04-13,7,200340
VEH10529,CUST10421,JK02SV4315,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2012,2012-12-22,14,559767
VEH10530,CUST10422,JK02AM3723,JK02,Hyundai,i20,Hatchback,Petrol,1197,2025,2026-06-04,1,766343
VEH10531,CUST10423,JK02ER9140,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023,2024-06-26,3,477921
VEH10532,CUST10424,JK02KG8411,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2014,2014-11-06,12,134514
VEH10533,CUST10425,JK04XJ2371,JK04,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2024-10-19,2,560209
VEH10534,CUST10426,JK02DI7725,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2024,2024-08-28,2,597697
VEH10535,CUST10427,JK02LM3525,JK02,Tata,Punch,SUV,CNG,1199,2020,2021-02-08,6,426676
VEH10536,CUST10428,JK02JI5246,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2020,2020-12-28,6,337907
VEH10537,CUST10429,JK08RT1662,JK08,Mahindra,Scorpio Classic,SUV,Diesel,2184,2025,2026-02-09,1,992249
VEH10538,CUST10430,JK02CV2249,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2022,2023-04-21,4,523732
VEH10539,CUST10430,JK02WO9778,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021,2021-07-14,5,402790
VEH10540,CUST10431,JK06KZ3188,JK06,Maruti Suzuki,Swift,Hatchback,CNG,1197,2017,2017-11-22,9,147943
VEH10541,CUST10432,JK02LN5006,JK02,Hyundai,Verna,Sedan,Petrol,1497,2017,2018-03-28,9,328636
VEH10542,CUST10433,JK08UD8132,JK08,Hyundai,i20,Hatchback,Petrol,1197,2018,2019-03-13,8,195513
VEH10543,CUST10433,JK08VE4167,JK08,Tata,Tiago,Hatchback,Petrol,1199,2024,2024-06-24,2,479252
VEH10544,CUST10434,JK02UC8956,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2014,2015-10-18,12,136802
VEH10545,CUST10435,JK02VK5549,JK02,Tata,Punch,SUV,Petrol,1199,2020,2021-08-03,6,391193
VEH10546,CUST10436,JK02BW7918,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022,2023-03-19,4,259625
VEH10547,CUST10437,JK11EI9912,JK11,Honda,Elevate,SUV,Petrol,1498,2022,2022-07-15,4,865502
VEH10548,CUST10438,JK04OA6820,JK04,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021,2022-01-23,5,423011
VEH10549,CUST10438,JK04BL9748,JK04,Mahindra,Bolero,SUV,Diesel,1493,2019,2019-11-16,7,475782
VEH10550,CUST10439,JK02WN7313,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2019,2019-12-10,7,356653
VEH10551,CUST10440,JK02WZ7594,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2024-12-08,2,551588
VEH10552,CUST10441,JK02ZE9287,JK02,Mahindra,Scorpio-N,SUV,Petrol,2198,2017,2018-02-13,9,512379
VEH10553,CUST10442,JK04ZJ4061,JK04,Kia,Carens,MPV,Diesel,1497,2022,2022-11-25,4,1069405
VEH10554,CUST10443,JK08KX9077,JK08,Mahindra,Scorpio-N,SUV,Diesel,2198,2022,2023-06-06,4,1632326
VEH10555,CUST10444,JK02NW5364,JK02,Tata,Harrier,SUV,Diesel,1956,2023,2023-04-26,3,1632667
VEH10556,CUST10445,JK02JP9736,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2020,2021-02-23,6,335888
VEH10557,CUST10445,JK02ZV3468,JK02,Hyundai,Creta,SUV,Diesel,1497,2019,2020-07-02,7,583919
VEH10558,CUST10445,JK02PJ2543,JK02,Hyundai,Venue,SUV,Petrol,1197,2024,2025-01-11,2,848088
VEH10559,CUST10446,JK02QA8280,JK02,Tata,Tiago,Hatchback,Petrol,1199,2018,2019-01-24,8,239167
VEH10560,CUST10447,JK12KZ5989,JK12,Hyundai,Verna,Sedan,Petrol,1497,2025,2026-07-01,1,1111767
VEH10561,CUST10448,JK08HR5176,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2021,2022-09-08,5,456332
VEH10562,CUST10449,JK02UU5952,JK02,Honda,City,Sedan,Petrol,1498,2024,2025-01-02,2,1155357
VEH10563,CUST10450,JK02TN9736,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2025,2026-05-05,1,713194
VEH10564,CUST10450,JK02UE9433,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2017,2017-04-08,9,124938
VEH10565,CUST10451,JK02BK2002,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2025,2026-01-22,1,754794
VEH10566,CUST10452,JK02OO4112,JK02,Mahindra,Scorpio-N,SUV,Diesel,2198,2016,2016-09-14,10,658564
VEH10567,CUST10453,JK02GW2736,JK02,Tata,Tiago,Hatchback,Petrol,1199,2021,2021-11-26,5,264158
VEH10568,CUST10454,JK02XB4487,JK02,Hyundai,i20,Hatchback,Petrol,1197,2025,2026-01-09,1,470376
VEH10569,CUST10454,JK02JF6856,JK02,Tata,Harrier,SUV,Diesel,1956,2022,2022-07-01,4,1391477
VEH10570,CUST10455,JK02LO9235,JK02,Tata,Altroz,Hatchback,Petrol,1199,2018,2019-10-31,8,307405
VEH10571,CUST10455,JK02WU1511,JK02,Hyundai,Verna,Sedan,Petrol,1497,2024,2024-10-21,2,679933
VEH10572,CUST10455,JK02HZ3154,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2020,2020-09-16,6,314455
VEH10573,CUST10456,JK02VJ5929,JK02,Hyundai,Verna,Sedan,Petrol,1497,2014,2014-09-07,12,284831
VEH10574,CUST10457,JK02WD7970,JK02,Tata,Tiago,Hatchback,Petrol,1199,2018,2018-06-28,8,269249
VEH10575,CUST10457,JK02FQ5831,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,2022-09-21,4,451120
VEH10576,CUST10458,JK14RI4650,JK14,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2020,2020-07-25,6,283575
VEH10577,CUST10458,JK14MC3247,JK14,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023,2024-04-01,3,341004
VEH10578,CUST10459,JK02AG3092,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2019,2019-04-03,7,838666
VEH10579,CUST10460,JK02ML5435,JK02,Tata,Tiago,Hatchback,CNG,1199,2021,2022-01-28,5,370669
VEH10580,CUST10460,JK02OE6001,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2024,2025-06-04,2,322531
VEH10581,CUST10461,JK02MP8350,JK02,Renault,Kiger,SUV,Petrol,999,2025,2026-02-27,1,671890
VEH10582,CUST10462,JK12LH4773,JK12,Maruti Suzuki,Brezza,SUV,Petrol,1462,2018,2019-05-08,8,299602
VEH10583,CUST10463,JK20CU8557,JK20,Hyundai,i20,Hatchback,Petrol,1197,2024,2025-10-04,2,483650
VEH10584,CUST10464,JK08FI9000,JK08,Kia,Carens,MPV,Petrol,1497,2021,2021-04-17,5,778351
VEH10585,CUST10465,JK02RG9538,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2015,2015-04-02,11,665304
VEH10586,CUST10466,JK02JE9901,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2022,2022-10-21,4,297867
VEH10587,CUST10467,JK02DR7694,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2023,2024-04-22,3,527125
VEH10588,CUST10468,JK02CO2759,JK02,Kia,Seltos,SUV,Diesel,1497,2023,2024-02-20,3,1109891
VEH10589,CUST10468,JK02CM7207,JK02,Toyota,Glanza,Hatchback,Petrol,1197,2014,2015-05-17,12,190683
VEH10590,CUST10469,JK12PO7161,JK12,Kia,Seltos,SUV,Petrol,1497,2020,2020-12-30,6,477361
VEH10591,CUST10470,JK02MP9704,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2015,2016-05-15,11,99978
VEH10592,CUST10471,JK04RH5710,JK04,Tata,Tiago,Hatchback,CNG,1199,2024,2024-10-01,2,619733
VEH10593,CUST10472,JK02PL7077,JK02,Toyota,Glanza,Hatchback,CNG,1197,2017,2018-07-02,9,298630
VEH10594,CUST10473,JK02CP3935,JK02,Honda,Elevate,SUV,Petrol,1498,2024,2025-06-18,2,1493314
VEH10595,CUST10474,JK02VH9854,JK02,Tata,Nexon,SUV,Petrol,1199,2024,2025-06-16,2,947656
VEH10596,CUST10475,JK11XG6385,JK11,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2017,2017-09-08,9,183067
VEH10597,CUST10476,JK02ZC3985,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2018,2019-02-16,8,382989
VEH10598,CUST10477,JK02PP9055,JK02,Hyundai,Creta,SUV,Petrol,1497,2017,2017-07-31,9,528285
VEH10599,CUST10478,JK02XZ3734,JK02,Kia,Carens,MPV,Petrol,1497,2017,2018-06-06,9,563039
VEH10600,CUST10479,JK12YP4621,JK12,Tata,Tiago,Hatchback,CNG,1199,2017,2018-04-20,9,252101
VEH10601,CUST10480,JK17YA6216,JK17,Mahindra,XUV700,SUV,Petrol,1999,2024,2024-11-23,2,1644448
VEH10602,CUST10481,JK02AY9726,JK02,Kia,Seltos,SUV,Petrol,1497,2024,2025-03-22,2,1328732
VEH10603,CUST10482,JK06BB9701,JK06,Maruti Suzuki,Brezza,SUV,Petrol,1462,2023,2023-11-16,3,505676
VEH10604,CUST10483,JK02HS4384,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,2023-03-21,4,364689
VEH10605,CUST10484,JK02CR9350,JK02,Hyundai,Verna,Sedan,Petrol,1497,2019,2019-11-21,7,468155
VEH10606,CUST10485,JK02QO8048,JK02,Tata,Nexon,SUV,Petrol,1199,2025,2026-06-28,1,671604
VEH10607,CUST10486,JK02GM4046,JK02,Toyota,Glanza,Hatchback,CNG,1197,2023,2023-08-17,3,510318
VEH10608,CUST10487,JK02RV4931,JK02,Tata,Nexon,SUV,Petrol,1199,2022,2022-03-29,4,762696
VEH10609,CUST10488,JK02JA5085,JK02,Renault,Triber,MPV,Petrol,999,2023,2024-03-14,3,479107
VEH10610,CUST10489,JK04BX8566,JK04,Mahindra,XUV700,SUV,Diesel,1999,2013,2013-10-03,13,730710
VEH10611,CUST10490,JK02KG7116,JK02,Tata,Altroz,Hatchback,CNG,1199,2013,2013-12-15,13,221678
VEH10612,CUST10490,JK02ZA3338,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2021,2021-06-21,5,419021
VEH10613,CUST10491,JK02DT4766,JK02,Tata,Tiago,Hatchback,CNG,1199,2020,2021-01-20,6,338190
VEH10614,CUST10492,JK02GT1058,JK02,Hyundai,Verna,Sedan,Petrol,1497,2020,2020-12-16,6,649563
VEH10615,CUST10492,JK02WT6744,JK02,Hyundai,i20,Hatchback,Petrol,1197,2024,2025-05-25,2,456952
VEH10616,CUST10493,JK14XA7960,JK14,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2017,2017-10-28,9,147622
VEH10617,CUST10493,JK14FY9255,JK14,Mahindra,Scorpio-N,SUV,Petrol,2198,2018,2018-10-27,8,927510
VEH10618,CUST10494,JK08ZF4834,JK08,Tata,Altroz,Hatchback,Diesel,1199,2024,2025-01-23,2,485840
VEH10619,CUST10495,JK19PQ2846,JK19,Maruti Suzuki,Swift,Hatchback,CNG,1197,2014,2015-02-24,12,103039
VEH10620,CUST10495,JK19KJ3733,JK19,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2012,2013-04-03,14,155493
VEH10621,CUST10496,JK04LD5399,JK04,Tata,Altroz,Hatchback,CNG,1199,2018,2018-03-01,8,336641
VEH10622,CUST10496,JK04CF5435,JK04,Hyundai,i20,Hatchback,Petrol,1197,2022,2023-02-03,4,318715
VEH10623,CUST10497,JK02CQ3366,JK02,Mahindra,Thar,SUV,Petrol,2184,2024,2025-01-11,2,1452731
VEH10624,CUST10498,JK02TZ7666,JK02,Tata,Punch,SUV,CNG,1199,2024,2024-04-21,2,833152
VEH10625,CUST10499,JK08AV4505,JK08,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024,2024-11-03,2,294866
VEH10626,CUST10500,JK02CJ1823,JK02,Hyundai,Verna,Sedan,Petrol,1497,2022,2022-10-08,4,890704
VEH10627,CUST10501,JK02UA6492,JK02,Honda,City,Sedan,Petrol,1498,2018,2018-11-11,8,340718
VEH10628,CUST10502,JK08AM6128,JK08,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2025,2025-06-20,1,488639
VEH10629,CUST10503,JK02AL8560,JK02,Tata,Nexon,SUV,Petrol,1199,2025,2025-09-09,1,737826
VEH10630,CUST10503,JK02OJ1675,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2018,2019-07-04,8,265945
VEH10631,CUST10503,JK02AV6180,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2016,2017-05-17,10,114663
VEH10632,CUST10504,JK02OZ2120,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,2022-05-26,4,377031
VEH10633,CUST10504,JK02VT5802,JK02,Hyundai,Venue,SUV,Petrol,1197,2016,2016-09-06,10,199338
VEH10634,CUST10504,JK02DE5421,JK02,Tata,Nexon,SUV,Petrol,1199,2018,2019-02-27,8,459086
VEH10635,CUST10504,JK02UM3953,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2022,2022-12-18,4,552330
VEH10636,CUST10505,JK02FD7700,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2025,2026-01-20,1,641757
VEH10637,CUST10506,JK02JO2834,JK02,Honda,Elevate,SUV,Petrol,1498,2022,2022-04-27,4,861118
VEH10638,CUST10507,JK06EL7629,JK06,Hyundai,Creta,SUV,Diesel,1497,2010,2011-10-16,16,291925
VEH10639,CUST10507,JK06UX9416,JK06,Hyundai,Verna,Sedan,Petrol,1497,2019,2019-10-30,7,344657
VEH10640,CUST10507,JK06IG9375,JK06,Toyota,Fortuner,SUV,Diesel,2755,2018,2019-07-29,8,1878770
VEH10641,CUST10508,JK02QO2404,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2022,2022-07-27,4,333639
VEH10642,CUST10509,JK04VU4775,JK04,Mahindra,Scorpio Classic,SUV,Diesel,2184,2023,2023-12-26,3,1099602
VEH10643,CUST10510,JK08DO9647,JK08,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2022,2022-08-17,4,524735
VEH10644,CUST10510,JK08BE9055,JK08,Toyota,Innova Hycross,MPV,Hybrid,1987,2019,2019-12-12,7,1155862
VEH10645,CUST10511,JK08AA9987,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2021,2021-09-22,5,368865
VEH10646,CUST10512,JK02AN2474,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2024-02-14,2,563120
VEH10647,CUST10513,JK02OT3494,JK02,Toyota,Glanza,Hatchback,Petrol,1197,2017,2017-11-30,9,251839
VEH10648,CUST10513,JK02RY8533,JK02,Mahindra,Bolero,SUV,Diesel,1493,2018,2019-04-18,8,344416
VEH10649,CUST10513,JK02HZ2346,JK02,Kia,Sonet,SUV,Diesel,1197,2014,2015-05-17,12,276845
VEH10650,CUST10514,JK04RG2945,JK04,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2015,2016-04-30,11,98311
VEH10651,CUST10515,JK02IR7051,JK02,Hyundai,Creta,SUV,Diesel,1497,2019,2019-08-28,7,422948
