Policy_Number,IMD_Code,RID,RED,IDV,Policy_Tenure,Total_Claim_Amount,Claim_Count,NCB,Premium,Customer_Area,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Vehicle_First_Registration_Date,Vehicle_Age,Channel_Type,Portfolio_Size,Renewed,Last_Remark,Previous_NCB,Previous_Claim_Count,Years_With_Channel,Premium_to_IDV_Ratio
POL10591,IMD10090,2024-01-18,2025-01-16,99978,3,0.0,0,25,2249.5,Jewel Chowk,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016-05-15,11,Prime Broker,346,1,Long-term customer,20.0,0.0,4,0.0225
POL10591,IMD10090,2025-01-17,2026-01-16,99978,4,0.0,0,35,1949.57,Jewel Chowk,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016-05-15,11,Prime Broker,346,1,Customer confirmed renewal,25.0,0.0,5,0.0195
POL10591,IMD10090,2026-01-17,2027-01-16,99978,5,0.0,2,45,1979.56,Jewel Chowk,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016-05-15,11,Prime Broker,346,0,Claim experience poor,35.0,0.0,6,0.0198
POL10592,IMD10423,2025-07-09,2026-07-08,619733,1,0.0,2,0,22310.39,Hiranagar,Tata,Tiago,Hatchback,CNG,1199,2024-10-01,2,Prime Broker,310,0,Agent lost customer,0.0,0.0,5,0.036
POL10593,IMD10146,2025-09-30,2026-09-29,298630,1,28045.92,0,0,8958.9,Satwari,Toyota,Glanza,Hatchback,CNG,1197,2018-07-02,9,Prime Broker,295,0,Agent lost customer,0.0,0.0,5,0.03
POL10594,IMD10014,2025-11-21,2026-11-20,1493314,1,207501.56,0,0,44799.42,Bishnah,Honda,Elevate,SUV,Petrol,1498,2025-06-18,2,Prime Broker,456,0,Premium too high,0.0,0.0,4,0.03
POL10595,IMD10193,2025-11-16,2026-11-15,947656,1,0.0,0,0,28429.68,Bakshi Nagar,Tata,Nexon,SUV,Petrol,1199,2025-06-16,2,Prime Broker,494,0,Premium too high,0.0,0.0,6,0.03
POL10596,IMD10424,2024-04-17,2025-04-16,183067,1,0.0,0,0,5492.01,Rajouri,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2017-09-08,9,POSP,59,1,Documents shared,0.0,0.0,2,0.03
POL10596,IMD10424,2025-04-17,2026-04-16,183067,2,0.0,1,20,4832.97,Rajouri,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2017-09-08,9,POSP,59,1,Documents shared,0.0,0.0,3,0.0264
POL10596,IMD10424,2026-04-17,2027-04-16,183067,3,0.0,0,0,5492.01,Rajouri,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2017-09-08,9,POSP,59,0,Payment delayed,20.0,1.0,4,0.03
POL10597,IMD10135,2024-09-06,2025-09-05,382989,1,113413.86,0,0,11489.67,Rehari,Maruti Suzuki,Brezza,SUV,CNG,1462,2019-02-16,8,Prime Broker,443,1,Payment expected today,0.0,0.0,2,0.03
POL10597,IMD10135,2025-09-06,2026-09-05,382989,2,0.0,0,20,9191.74,Rehari,Maruti Suzuki,Brezza,SUV,CNG,1462,2019-02-16,8,Prime Broker,443,0,Payment delayed,0.0,0.0,3,0.024
POL10598,IMD10099,2024-07-18,2025-07-17,528285,1,0.0,0,0,15848.55,Satwari,Hyundai,Creta,SUV,Petrol,1497,2017-07-31,9,POSP,87,1,Documents shared,0.0,0.0,2,0.03
POL10598,IMD10099,2025-07-18,2026-07-17,528285,2,0.0,2,20,15214.61,Satwari,Hyundai,Creta,SUV,Petrol,1497,2017-07-31,9,POSP,87,0,Comparing competitor quotes,0.0,0.0,3,0.0288
POL10599,IMD10036,2025-11-04,2026-11-03,563039,1,118994.74,0,0,16891.17,Talab Tillo,Kia,Carens,MPV,Petrol,1497,2018-06-06,9,Agency,120,0,No response after follow-up,0.0,0.0,1,0.03
POL10600,IMD10202,2023-09-20,2024-09-18,252101,1,0.0,0,0,7563.03,Poonch,Tata,Tiago,Hatchback,CNG,1199,2018-04-20,9,POSP,32,1,Customer confirmed renewal,0.0,0.0,1,0.03
POL10600,IMD10202,2024-09-19,2025-09-18,252101,2,24551.26,0,20,6050.42,Poonch,Tata,Tiago,Hatchback,CNG,1199,2018-04-20,9,POSP,32,1,Documents shared,0.0,0.0,2,0.024
POL10600,IMD10202,2025-09-19,2026-09-18,252101,3,0.0,0,25,5672.27,Poonch,Tata,Tiago,Hatchback,CNG,1199,2018-04-20,9,POSP,32,0,No response after follow-up,20.0,0.0,3,0.0225
POL10601,IMD10497,2025-01-07,2026-01-06,1644448,1,0.0,0,0,49333.44,Kishtwar,Mahindra,XUV700,SUV,Petrol,1999,2024-11-23,2,POSP,90,1,Renewal in progress,0.0,0.0,6,0.03
POL10601,IMD10497,2026-01-07,2027-01-06,1644448,2,0.0,0,20,39466.75,Kishtwar,Mahindra,XUV700,SUV,Petrol,1999,2024-11-23,2,POSP,90,0,Premium too high,0.0,0.0,7,0.024
POL10602,IMD10230,2025-04-18,2026-04-17,1328732,1,0.0,0,0,39861.96,Narwal,Kia,Seltos,SUV,Petrol,1497,2025-03-22,2,Bancassurance,489,1,Payment expected today,0.0,0.0,4,0.03
POL10602,IMD10230,2026-04-18,2027-04-17,1328732,2,0.0,1,20,35078.52,Narwal,Kia,Seltos,SUV,Petrol,1497,2025-03-22,2,Bancassurance,489,0,Premium too high,0.0,0.0,5,0.0264
POL10603,IMD10112,2025-03-30,2026-03-29,505676,1,36252.04,0,0,15170.28,Doda,Maruti Suzuki,Brezza,SUV,Petrol,1462,2023-11-16,3,POSP,73,1,Customer confirmed renewal,0.0,0.0,2,0.03
POL10603,IMD10112,2026-03-30,2027-03-29,505676,2,310745.22,0,20,12136.22,Doda,Maruti Suzuki,Brezza,SUV,Petrol,1462,2023-11-16,3,POSP,73,0,No response after follow-up,0.0,0.0,3,0.024
POL10604,IMD10033,2023-11-09,2024-11-07,364689,1,0.0,0,0,10940.67,Narwal,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023-03-21,4,Prime Broker,437,1,Renewal in progress,0.0,0.0,7,0.03
POL10604,IMD10033,2024-11-08,2025-11-07,364689,2,0.0,0,20,8752.54,Narwal,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023-03-21,4,Prime Broker,437,1,Long-term customer,0.0,0.0,8,0.024
POL10604,IMD10033,2025-11-08,2026-11-07,364689,3,0.0,0,25,8205.5,Narwal,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023-03-21,4,Prime Broker,437,0,Premium too high,20.0,0.0,9,0.0225
POL10605,IMD10079,2023-05-24,2024-05-22,468155,1,0.0,0,0,14044.65,Gandhi Nagar,Hyundai,Verna,Sedan,Petrol,1497,2019-11-21,7,Dealer,158,1,Renewal in progress,0.0,0.0,4,0.03
POL10605,IMD10079,2024-05-23,2025-05-22,468155,2,0.0,0,20,11235.72,Gandhi Nagar,Hyundai,Verna,Sedan,Petrol,1497,2019-11-21,7,Dealer,158,1,Payment expected today,0.0,0.0,5,0.024
POL10605,IMD10079,2025-05-23,2026-05-22,468155,3,120980.38,0,25,10533.49,Gandhi Nagar,Hyundai,Verna,Sedan,Petrol,1497,2019-11-21,7,Dealer,158,1,Customer satisfied,20.0,0.0,6,0.0225
POL10605,IMD10079,2026-05-23,2027-05-22,468155,4,0.0,0,35,9129.02,Gandhi Nagar,Hyundai,Verna,Sedan,Petrol,1497,2019-11-21,7,Dealer,158,0,Customer not interested,25.0,0.0,7,0.0195
POL10606,IMD10432,2025-12-31,2026-12-30,671604,1,423673.99,0,0,20148.12,Gandhi Nagar,Tata,Nexon,SUV,Petrol,1199,2026-06-28,1,Agency,170,0,Renewed with competitor,0.0,0.0,1,0.03
POL10607,IMD10465,2025-02-15,2026-02-14,510318,1,68464.67,0,0,15309.54,Arnia,Toyota,Glanza,Hatchback,CNG,1197,2023-08-17,3,Prime Broker,442,1,Long-term customer,0.0,0.0,6,0.03
POL10607,IMD10465,2026-02-15,2027-02-14,510318,2,0.0,0,20,12247.63,Arnia,Toyota,Glanza,Hatchback,CNG,1197,2023-08-17,3,Prime Broker,442,0,Claim experience poor,0.0,0.0,7,0.024
POL10608,IMD10183,2022-04-24,2023-04-23,762696,1,0.0,0,0,22880.88,Bakshi Nagar,Tata,Nexon,SUV,Petrol,1199,2022-03-29,4,Prime Broker,382,1,Long-term customer,0.0,0.0,4,0.03
POL10608,IMD10183,2023-04-24,2024-04-22,762696,2,0.0,0,20,18304.7,Bakshi Nagar,Tata,Nexon,SUV,Petrol,1199,2022-03-29,4,Prime Broker,382,1,Customer confirmed renewal,0.0,0.0,5,0.024
POL10608,IMD10183,2024-04-23,2025-04-22,762696,3,0.0,0,25,17160.66,Bakshi Nagar,Tata,Nexon,SUV,Petrol,1199,2022-03-29,4,Prime Broker,382,1,Renewal in progress,20.0,0.0,6,0.0225
POL10608,IMD10183,2025-04-23,2026-04-22,762696,4,0.0,1,35,16359.83,Bakshi Nagar,Tata,Nexon,SUV,Petrol,1199,2022-03-29,4,Prime Broker,382,1,Waiting for payment,25.0,0.0,7,0.0215
POL10608,IMD10183,2026-04-23,2027-04-22,762696,5,0.0,1,0,25168.97,Bakshi Nagar,Tata,Nexon,SUV,Petrol,1199,2022-03-29,4,Prime Broker,382,0,Premium too high,35.0,1.0,8,0.033
POL10609,IMD10340,2025-06-08,2026-06-07,479107,1,0.0,0,0,14373.21,Trikuta Nagar,Renault,Triber,MPV,Petrol,999,2024-03-14,3,Prime Broker,227,1,Payment expected today,0.0,0.0,1,0.03
POL10609,IMD10340,2026-06-08,2027-06-07,479107,2,39675.28,0,20,11498.57,Trikuta Nagar,Renault,Triber,MPV,Petrol,999,2024-03-14,3,Prime Broker,227,0,Comparing with ICICI,0.0,0.0,2,0.024
POL10610,IMD10271,2025-04-26,2026-04-25,730710,1,0.0,1,0,24113.43,Kathua,Mahindra,XUV700,SUV,Diesel,1999,2013-10-03,13,Prime Broker,249,1,Waiting for payment,0.0,0.0,1,0.033
POL10610,IMD10271,2026-04-26,2027-04-25,730710,2,0.0,0,0,21921.3,Kathua,Mahindra,XUV700,SUV,Diesel,1999,2013-10-03,13,Prime Broker,249,0,Vehicle sold,0.0,1.0,2,0.03
POL10611,IMD10118,2023-10-15,2024-10-13,221678,1,0.0,1,0,7315.37,Jewel Chowk,Tata,Altroz,Hatchback,CNG,1199,2013-12-15,13,Prime Broker,529,1,Waiting for payment,0.0,0.0,1,0.033
POL10611,IMD10118,2024-10-14,2025-10-13,221678,2,0.0,0,0,6650.34,Jewel Chowk,Tata,Altroz,Hatchback,CNG,1199,2013-12-15,13,Prime Broker,529,1,Documents shared,0.0,1.0,2,0.03
POL10611,IMD10118,2025-10-14,2026-10-13,221678,3,0.0,0,20,5320.27,Jewel Chowk,Tata,Altroz,Hatchback,CNG,1199,2013-12-15,13,Prime Broker,529,0,Premium too high,0.0,0.0,3,0.024
POL10612,IMD10393,2024-06-25,2025-06-24,419021,1,0.0,2,0,15084.76,Jewel Chowk,Maruti Suzuki,Brezza,SUV,Petrol,1462,2021-06-21,5,Agency,248,1,Documents shared,0.0,0.0,1,0.036
POL10612,IMD10393,2025-06-25,2026-06-24,419021,2,107219.91,0,0,12570.63,Jewel Chowk,Maruti Suzuki,Brezza,SUV,Petrol,1462,2021-06-21,5,Agency,248,1,Payment expected today,0.0,2.0,2,0.03
POL10612,IMD10393,2026-06-25,2027-06-24,419021,3,116789.78,0,20,10056.5,Jewel Chowk,Maruti Suzuki,Brezza,SUV,Petrol,1462,2021-06-21,5,Agency,248,0,Vehicle sold,0.0,0.0,3,0.024
POL10613,IMD10431,2024-11-28,2025-11-27,338190,1,0.0,1,0,11160.27,Gandhi Nagar,Tata,Tiago,Hatchback,CNG,1199,2021-01-20,6,Agency,176,1,Renewal in progress,0.0,0.0,1,0.033
POL10613,IMD10431,2025-11-28,2026-11-27,338190,2,0.0,0,0,10145.7,Gandhi Nagar,Tata,Tiago,Hatchback,CNG,1199,2021-01-20,6,Agency,176,0,Customer not interested,0.0,1.0,2,0.03
POL10614,IMD10252,2025-11-12,2026-11-11,649563,1,0.0,0,0,19486.89,Jewel Chowk,Hyundai,Verna,Sedan,Petrol,1497,2020-12-16,6,Prime Broker,153,0,Comparing competitor quotes,0.0,0.0,0,0.03
POL10615,IMD10231,2025-05-27,2026-05-26,456952,1,0.0,1,0,15079.42,Jewel Chowk,Hyundai,i20,Hatchback,Petrol,1197,2025-05-25,2,POSP,80,1,Payment expected today,0.0,0.0,1,0.033
POL10615,IMD10231,2026-05-27,2027-05-26,456952,2,0.0,0,0,13708.56,Jewel Chowk,Hyundai,i20,Hatchback,Petrol,1197,2025-05-25,2,POSP,80,0,Vehicle sold,0.0,1.0,2,0.03
POL10616,IMD10235,2025-09-01,2026-08-31,147622,1,0.0,0,0,4428.66,Ramnagar,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2017-10-28,9,Prime Broker,579,0,Comparing competitor quotes,0.0,0.0,1,0.03
POL10617,IMD10151,2022-12-15,2023-12-14,927510,1,0.0,0,0,27825.3,Ramnagar,Mahindra,Scorpio-N,SUV,Petrol,2198,2018-10-27,8,Agency,185,1,Customer satisfied,0.0,0.0,1,0.03
POL10617,IMD10151,2023-12-15,2024-12-13,927510,2,0.0,0,20,22260.24,Ramnagar,Mahindra,Scorpio-N,SUV,Petrol,2198,2018-10-27,8,Agency,185,1,Renewal in progress,0.0,0.0,2,0.024
POL10617,IMD10151,2024-12-14,2025-12-13,927510,3,84173.34,0,25,20868.97,Ramnagar,Mahindra,Scorpio-N,SUV,Petrol,2198,2018-10-27,8,Agency,185,1,Customer confirmed renewal,20.0,0.0,3,0.0225
POL10617,IMD10151,2025-12-14,2026-12-13,927510,4,102922.32,0,35,18086.44,Ramnagar,Mahindra,Scorpio-N,SUV,Petrol,2198,2018-10-27,8,Agency,185,0,Vehicle sold,25.0,0.0,4,0.0195
POL10618,IMD10382,2025-03-13,2026-03-12,485840,1,0.0,0,0,14575.2,Vijaypur,Tata,Altroz,Hatchback,Diesel,1199,2025-01-23,2,Dealer,228,1,Premium accepted,0.0,0.0,2,0.03
POL10618,IMD10382,2026-03-13,2027-03-12,485840,2,0.0,0,20,11660.16,Vijaypur,Tata,Altroz,Hatchback,Diesel,1199,2025-01-23,2,Dealer,228,0,Renewed with competitor,0.0,0.0,3,0.024
POL10619,IMD10014,2021-09-24,2022-09-23,103039,1,0.0,0,0,3091.17,Banihal,Maruti Suzuki,Swift,Hatchback,CNG,1197,2015-02-24,12,Prime Broker,456,1,Customer confirmed renewal,0.0,0.0,0,0.03
POL10619,IMD10014,2022-09-24,2023-09-23,103039,2,0.0,0,20,2472.94,Banihal,Maruti Suzuki,Swift,Hatchback,CNG,1197,2015-02-24,12,Prime Broker,456,1,Renewal in progress,0.0,0.0,1,0.024
POL10619,IMD10014,2023-09-24,2024-09-22,103039,3,0.0,1,25,2550.22,Banihal,Maruti Suzuki,Swift,Hatchback,CNG,1197,2015-02-24,12,Prime Broker,456,1,Payment expected today,20.0,0.0,2,0.0248
POL10619,IMD10014,2024-09-23,2025-09-22,103039,4,14191.59,0,0,3091.17,Banihal,Maruti Suzuki,Swift,Hatchback,CNG,1197,2015-02-24,12,Prime Broker,456,1,Customer confirmed renewal,25.0,1.0,3,0.03
POL10619,IMD10014,2025-09-23,2026-09-22,103039,5,0.0,0,20,2472.94,Banihal,Maruti Suzuki,Swift,Hatchback,CNG,1197,2015-02-24,12,Prime Broker,456,0,Agent lost customer,0.0,0.0,4,0.024
POL10620,IMD10306,2024-11-27,2025-11-26,155493,1,0.0,0,0,4664.79,Banihal,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2013-04-03,14,POSP,31,1,Long-term customer,0.0,0.0,2,0.03
POL10620,IMD10306,2025-11-27,2026-11-26,155493,2,0.0,0,20,3731.83,Banihal,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2013-04-03,14,POSP,31,0,Claim experience poor,0.0,0.0,3,0.024
POL10621,IMD10050,2025-10-06,2026-10-05,336641,1,0.0,0,0,10099.23,Hiranagar,Tata,Altroz,Hatchback,CNG,1199,2018-03-01,8,Prime Broker,380,0,Comparing competitor quotes,0.0,0.0,5,0.03
POL10622,IMD10034,2024-07-12,2025-07-11,318715,1,77633.13,0,0,9561.45,Hiranagar,Hyundai,i20,Hatchback,Petrol,1197,2023-02-03,4,Prime Broker,171,1,Premium accepted,0.0,0.0,3,0.03
POL10622,IMD10034,2025-07-12,2026-07-11,318715,2,0.0,0,20,7649.16,Hiranagar,Hyundai,i20,Hatchback,Petrol,1197,2023-02-03,4,Prime Broker,171,0,Customer not interested,0.0,0.0,4,0.024
POL10623,IMD10405,2025-02-26,2026-02-25,1452731,1,0.0,0,0,43581.93,Bahu Plaza,Mahindra,Thar,SUV,Petrol,2184,2025-01-11,2,Bancassurance,586,1,Renewal in progress,0.0,0.0,8,0.03
POL10623,IMD10405,2026-02-26,2027-02-25,1452731,2,0.0,2,20,41838.65,Bahu Plaza,Mahindra,Thar,SUV,Petrol,2184,2025-01-11,2,Bancassurance,586,0,Premium too high,0.0,0.0,9,0.0288
POL10624,IMD10399,2025-10-05,2026-10-04,833152,1,0.0,0,0,24994.56,Trikuta Nagar,Tata,Punch,SUV,CNG,1199,2024-04-21,2,Prime Broker,599,0,No response after follow-up,0.0,0.0,1,0.03
POL10625,IMD10316,2025-01-22,2026-01-21,294866,1,0.0,1,0,9730.58,Bari Brahmana,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024-11-03,2,Prime Broker,251,1,Long-term customer,0.0,0.0,1,0.033
POL10625,IMD10316,2026-01-22,2027-01-21,294866,2,0.0,0,0,8845.98,Bari Brahmana,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024-11-03,2,Prime Broker,251,0,Premium too high,0.0,1.0,2,0.03
POL10626,IMD10043,2025-09-28,2026-09-27,890704,1,0.0,0,0,26721.12,Gandhi Nagar,Hyundai,Verna,Sedan,Petrol,1497,2022-10-08,4,POSP,71,0,Premium too high,0.0,0.0,3,0.03
POL10627,IMD10145,2024-03-30,2025-03-29,340718,1,0.0,0,0,10221.54,Trikuta Nagar,Honda,City,Sedan,Petrol,1498,2018-11-11,8,Prime Broker,546,1,Payment expected today,0.0,0.0,3,0.03
POL10627,IMD10145,2025-03-30,2026-03-29,340718,2,0.0,0,20,8177.23,Trikuta Nagar,Honda,City,Sedan,Petrol,1498,2018-11-11,8,Prime Broker,546,1,Customer confirmed renewal,0.0,0.0,4,0.024
POL10627,IMD10145,2026-03-30,2027-03-29,340718,3,0.0,0,25,7666.15,Trikuta Nagar,Honda,City,Sedan,Petrol,1498,2018-11-11,8,Prime Broker,546,0,Premium too high,20.0,0.0,5,0.0225
POL10628,IMD10383,2025-07-10,2026-07-09,488639,1,0.0,0,0,14659.17,Bari Brahmana,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2025-06-20,1,Prime Broker,548,0,Payment delayed,0.0,0.0,4,0.03
POL10629,IMD10000,2025-12-24,2026-12-23,737826,1,103915.78,0,0,22134.78,Bahu Plaza,Tata,Nexon,SUV,Petrol,1199,2025-09-09,1,Prime Broker,221,0,No response after follow-up,0.0,0.0,2,0.03
POL10630,IMD10010,2021-08-26,2022-08-25,265945,1,0.0,1,0,8776.18,Bahu Plaza,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2019-07-04,8,Prime Broker,335,1,Long-term customer,0.0,0.0,1,0.033
POL10630,IMD10010,2022-08-26,2023-08-25,265945,2,0.0,0,0,7978.35,Bahu Plaza,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2019-07-04,8,Prime Broker,335,1,Customer confirmed renewal,0.0,1.0,2,0.03
POL10630,IMD10010,2023-08-26,2024-08-24,265945,3,0.0,0,20,6382.68,Bahu Plaza,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2019-07-04,8,Prime Broker,335,1,Documents shared,0.0,0.0,3,0.024
POL10630,IMD10010,2024-08-25,2025-08-24,265945,4,0.0,0,25,5983.76,Bahu Plaza,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2019-07-04,8,Prime Broker,335,1,Customer satisfied,20.0,0.0,4,0.0225
POL10630,IMD10010,2025-08-25,2026-08-24,265945,5,0.0,0,35,5185.93,Bahu Plaza,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2019-07-04,8,Prime Broker,335,0,Vehicle sold,25.0,0.0,5,0.0195
POL10631,IMD10339,2023-11-08,2024-11-06,114663,1,0.0,2,0,4127.87,Bahu Plaza,Maruti Suzuki,Swift,Hatchback,CNG,1197,2017-05-17,10,Prime Broker,345,1,Customer confirmed renewal,0.0,0.0,2,0.036
POL10631,IMD10339,2024-11-07,2025-11-06,114663,2,0.0,0,0,3439.89,Bahu Plaza,Maruti Suzuki,Swift,Hatchback,CNG,1197,2017-05-17,10,Prime Broker,345,1,Customer confirmed renewal,0.0,2.0,3,0.03
POL10631,IMD10339,2025-11-07,2026-11-06,114663,3,0.0,0,20,2751.91,Bahu Plaza,Maruti Suzuki,Swift,Hatchback,CNG,1197,2017-05-17,10,Prime Broker,345,0,Comparing with ICICI,0.0,0.0,4,0.024
POL10632,IMD10198,2025-06-02,2026-06-01,377031,1,0.0,0,0,11310.93,Gandhi Nagar,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022-05-26,4,Prime Broker,248,1,Customer confirmed renewal,0.0,0.0,0,0.03
POL10632,IMD10198,2026-06-02,2027-06-01,377031,2,0.0,0,20,9048.74,Gandhi Nagar,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022-05-26,4,Prime Broker,248,0,Vehicle sold,0.0,0.0,1,0.024
POL10633,IMD10055,2024-01-09,2025-01-07,199338,1,0.0,1,0,6578.15,Gandhi Nagar,Hyundai,Venue,SUV,Petrol,1197,2016-09-06,10,Prime Broker,289,1,Long-term customer,0.0,0.0,2,0.033
POL10633,IMD10055,2025-01-08,2026-01-07,199338,2,0.0,1,0,6578.15,Gandhi Nagar,Hyundai,Venue,SUV,Petrol,1197,2016-09-06,10,Prime Broker,289,1,Documents shared,0.0,1.0,3,0.033
POL10633,IMD10055,2026-01-08,2027-01-07,199338,3,0.0,0,0,5980.14,Gandhi Nagar,Hyundai,Venue,SUV,Petrol,1197,2016-09-06,10,Prime Broker,289,0,Claim experience poor,0.0,1.0,4,0.03
POL10634,IMD10455,2024-10-04,2025-10-03,459086,1,0.0,0,0,13772.58,Gandhi Nagar,Tata,Nexon,SUV,Petrol,1199,2019-02-27,8,POSP,92,1,Renewal in progress,0.0,0.0,2,0.03
POL10634,IMD10455,2025-10-04,2026-10-03,459086,2,0.0,0,20,11018.06,Gandhi Nagar,Tata,Nexon,SUV,Petrol,1199,2019-02-27,8,POSP,92,0,Premium too high,0.0,0.0,3,0.024
POL10635,IMD10040,2023-12-30,2024-12-28,552330,1,29553.82,0,0,16569.9,Gandhi Nagar,Maruti Suzuki,Brezza,SUV,Petrol,1462,2022-12-18,4,Prime Broker,280,1,Long-term customer,0.0,0.0,6,0.03
POL10635,IMD10040,2024-12-29,2025-12-28,552330,2,0.0,0,20,13255.92,Gandhi Nagar,Maruti Suzuki,Brezza,SUV,Petrol,1462,2022-12-18,4,Prime Broker,280,1,Customer satisfied,0.0,0.0,7,0.024
POL10635,IMD10040,2025-12-29,2026-12-28,552330,3,0.0,0,25,12427.42,Gandhi Nagar,Maruti Suzuki,Brezza,SUV,Petrol,1462,2022-12-18,4,Prime Broker,280,0,Payment delayed,20.0,0.0,8,0.0225
POL10636,IMD10083,2025-12-31,2026-12-30,641757,1,0.0,0,0,19252.71,Shastri Nagar,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2026-01-20,1,Agency,229,0,Payment delayed,0.0,0.0,3,0.03
POL10637,IMD10168,2024-06-27,2025-06-26,861118,1,0.0,0,0,25833.54,Narwal,Honda,Elevate,SUV,Petrol,1498,2022-04-27,4,POSP,64,1,Customer confirmed renewal,0.0,0.0,2,0.03
POL10637,IMD10168,2025-06-27,2026-06-26,861118,2,0.0,0,20,20666.83,Narwal,Honda,Elevate,SUV,Petrol,1498,2022-04-27,4,POSP,64,1,Renewal in progress,0.0,0.0,3,0.024
POL10637,IMD10168,2026-06-27,2027-06-26,861118,3,52836.32,0,25,19375.15,Narwal,Honda,Elevate,SUV,Petrol,1498,2022-04-27,4,POSP,64,0,Renewed with competitor,20.0,0.0,4,0.0225
POL10638,IMD10292,2025-02-19,2026-02-18,291925,1,0.0,0,0,8757.75,Bhaderwah,Hyundai,Creta,SUV,Diesel,1497,2011-10-16,16,POSP,86,1,Waiting for payment,0.0,0.0,2,0.03
POL10638,IMD10292,2026-02-19,2027-02-18,291925,2,122979.6,0,20,7006.2,Bhaderwah,Hyundai,Creta,SUV,Diesel,1497,2011-10-16,16,POSP,86,0,Claim experience poor,0.0,0.0,3,0.024
POL10639,IMD10112,2025-05-14,2026-05-13,344657,1,0.0,0,0,10339.71,Bhaderwah,Hyundai,Verna,Sedan,Petrol,1497,2019-10-30,7,POSP,73,1,Customer satisfied,0.0,0.0,2,0.03
POL10639,IMD10112,2026-05-14,2027-05-13,344657,2,0.0,1,20,9098.94,Bhaderwah,Hyundai,Verna,Sedan,Petrol,1497,2019-10-30,7,POSP,73,0,Premium too high,0.0,0.0,3,0.0264
POL10640,IMD10292,2025-01-28,2026-01-27,1878770,1,0.0,0,0,56363.1,Bhaderwah,Toyota,Fortuner,SUV,Diesel,2755,2019-07-29,8,POSP,86,1,Premium accepted,0.0,0.0,2,0.03
POL10640,IMD10292,2026-01-28,2027-01-27,1878770,2,0.0,0,20,45090.48,Bhaderwah,Toyota,Fortuner,SUV,Diesel,2755,2019-07-29,8,POSP,86,0,Premium too high,0.0,0.0,3,0.024
POL10641,IMD10371,2024-08-30,2025-08-29,333639,1,0.0,0,0,10009.17,Channi Himmat,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2022-07-27,4,Prime Broker,333,1,Payment expected today,0.0,0.0,0,0.03
POL10641,IMD10371,2025-08-30,2026-08-29,333639,2,0.0,2,20,9608.8,Channi Himmat,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2022-07-27,4,Prime Broker,333,0,Claim experience poor,0.0,0.0,1,0.0288
POL10642,IMD10472,2025-09-12,2026-09-11,1099602,1,0.0,0,0,32988.06,Dayalachak,Mahindra,Scorpio Classic,SUV,Diesel,2184,2023-12-26,3,Prime Broker,325,0,Premium too high,0.0,0.0,5,0.03
POL10643,IMD10316,2024-09-21,2025-09-20,524735,1,0.0,0,0,15742.05,Bari Brahmana,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2022-08-17,4,Prime Broker,251,1,Documents shared,0.0,0.0,0,0.03
POL10643,IMD10316,2025-09-21,2026-09-20,524735,2,0.0,0,20,12593.64,Bari Brahmana,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2022-08-17,4,Prime Broker,251,0,Premium too high,0.0,0.0,1,0.024
POL10644,IMD10218,2024-07-19,2025-07-18,1155862,1,94637.05,0,0,34675.86,Bari Brahmana,Toyota,Innova Hycross,MPV,Hybrid,1987,2019-12-12,7,Prime Broker,379,1,Payment expected today,0.0,0.0,0,0.03
POL10644,IMD10218,2025-07-19,2026-07-18,1155862,2,0.0,0,20,27740.69,Bari Brahmana,Toyota,Innova Hycross,MPV,Hybrid,1987,2019-12-12,7,Prime Broker,379,0,Premium too high,0.0,0.0,1,0.024
POL10645,IMD10048,2025-04-12,2026-04-11,368865,1,0.0,0,0,11065.95,Samba,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2021-09-22,5,Dealer,228,1,Renewal in progress,0.0,0.0,3,0.03
